id,identifier,project_code,sales_reporting_name,date,calendar_year,calendar_month,column,raw_value,source,carry_forward,annual_average,avg_preceding_proceeding,avg_same_month_other_years,manual_override,decision,comment
A3310600526225003_powerhouse_consumption_kwh,A3310600526225003,331060,"Bettles, Evansville",2025-11-01,2025,11,powerhouse_consumption_kwh,3556,outlier_check,NA,NA,NA,103,NA,NA,NA
A3310600626225003_powerhouse_consumption_kwh,A3310600626225003,331060,"Bettles, Evansville",2025-12-01,2025,12,powerhouse_consumption_kwh,4168,outlier_check,NA,NA,NA,145,NA,NA,NA
A3310600726225003_powerhouse_consumption_kwh,A3310600726225003,331060,"Bettles, Evansville",2026-01-01,2026,1,powerhouse_consumption_kwh,4916,outlier_check,NA,NA,NA,198,NA,NA,NA
A3310600826225003_powerhouse_consumption_kwh,A3310600826225003,331060,"Bettles, Evansville",2026-02-01,2026,2,powerhouse_consumption_kwh,4882,outlier_check,NA,NA,NA,176,NA,NA,NA
A3310600926225003_powerhouse_consumption_kwh,A3310600926225003,331060,"Bettles, Evansville",2026-03-01,2026,3,powerhouse_consumption_kwh,4541,outlier_check,NA,NA,NA,170,NA,NA,NA
A3310601026225003_powerhouse_consumption_kwh,A3310601026225003,331060,"Bettles, Evansville",2026-04-01,2026,4,powerhouse_consumption_kwh,4693,outlier_check,NA,NA,NA,141,NA,NA,NA
A3310601126225003_powerhouse_consumption_kwh,A3310601126225003,331060,"Bettles, Evansville",2026-05-01,2026,5,powerhouse_consumption_kwh,3797,outlier_check,NA,NA,NA,313,NA,NA,NA
A3310601226225003_powerhouse_consumption_kwh,A3310601226225003,331060,"Bettles, Evansville",2026-06-01,2026,6,powerhouse_consumption_kwh,3146,outlier_check,NA,NA,NA,273,NA,NA,NA
A3318100718225003_powerhouse_consumption_kwh,A3318100718225003,331810,Birch Creek,2018-01-01,2018,1,powerhouse_consumption_kwh,1021,outlier_check,664,279,386,314,NA,NA,NA
A3318101219225003_peak_consumption_kw,A3318101219225003,331810,Birch Creek,2019-06-01,2019,6,peak_consumption_kw,401,outlier_check,40,40,40,18,NA,NA,NA
A3318101121225003_pce_eligible_residential_kwh,A3318101121225003,331810,Birch Creek,2021-05-01,2021,5,pce_eligible_residential_kwh,5139,outlier_check,1581,2289,1507,2456,NA,NA,NA
A3318100722225003_peak_consumption_kw,A3318100722225003,331810,Birch Creek,2022-01-01,2022,1,peak_consumption_kw,612,outlier_check,73,52,44,25,NA,NA,NA
A3318100822225003_residential_sold_to,A3318100822225003,331810,Birch Creek,2022-02-01,2022,2,residential_sold_to,6419,outlier_check,3298,3681,3262,1911,NA,NA,NA
A3318101022225003_residential_sold_to,A3318101022225003,331810,Birch Creek,2022-04-01,2022,4,residential_sold_to,5848,outlier_check,3227,3681,4209,1526,NA,NA,NA
A3312701223225003_fuel_used_gallons,A3312701223225003,331270,Brevig Mission,2023-06-01,2023,6,fuel_used_gallons,0,outlier_check,8391,8320,7512,5954,NA,NA,NA
A3312700724225003_amount,A3312700724225003,331270,Brevig Mission,2024-01-01,2024,1,amount,30426.78,outlier_check,16099.81,21556,16100,16204,NA,NA,NA
A3312700724225003_fuel_cost,A3312700724225003,331270,Brevig Mission,2024-01-01,2024,1,fuel_cost,53436.76,outlier_check,48699.57,35963,47949,24920,NA,NA,NA
A3312700824225003_amount,A3312700824225003,331270,Brevig Mission,2024-02-01,2024,2,amount,29856.51,outlier_check,NA,21556,NA,16011,NA,NA,NA
A3312700924225003_amount,A3312700924225003,331270,Brevig Mission,2024-03-01,2024,3,amount,26976.6,outlier_check,NA,21556,NA,16037,NA,NA,NA
A3312700924225003_fuel_cost,A3312700924225003,331270,Brevig Mission,2024-03-01,2024,3,fuel_cost,57652.08,outlier_check,47198.89,35963,47410,23207,NA,NA,NA
A3312701024225003_amount,A3312701024225003,331270,Brevig Mission,2024-04-01,2024,4,amount,29173.74,outlier_check,NA,21556,NA,14927,NA,NA,NA
A3312701124225003_amount,A3312701124225003,331270,Brevig Mission,2024-05-01,2024,5,amount,26340.82,outlier_check,NA,21556,24097,14365,NA,NA,NA
A3312700725225003_amount,A3312700725225003,331270,Brevig Mission,2025-01-01,2025,1,amount,25613.95,outlier_check,22622.95,20574,22821,16204,NA,NA,NA
A3312701125225003_fuel_used_gallons,A3312701125225003,331270,Brevig Mission,2025-05-01,2025,5,fuel_used_gallons,0,outlier_check,9143,9226,7753,7259,NA,NA,NA
A3312700526225003_commercial_sold_to,A3312700526225003,331270,Brevig Mission,2025-11-01,2025,11,commercial_sold_to,32361,outlier_check,5619,4649,5619,4499,NA,NA,NA
A3312700526225003_com_facil_sold_to,A3312700526225003,331270,Brevig Mission,2025-11-01,2025,11,com_facil_sold_to,762,outlier_check,24427,25514,24427,24051,NA,NA,NA
A3312700626225003_commercial_sold_to,A3312700626225003,331270,Brevig Mission,2025-12-01,2025,12,commercial_sold_to,33283,outlier_check,NA,4649,NA,4818,NA,NA,NA
A3312700626225003_com_facil_sold_to,A3312700626225003,331270,Brevig Mission,2025-12-01,2025,12,com_facil_sold_to,761,outlier_check,NA,25514,NA,26263,NA,NA,NA
A3312700726225003_commercial_sold_to,A3312700726225003,331270,Brevig Mission,2026-01-01,2026,1,commercial_sold_to,37665,outlier_check,NA,0,NA,5174,NA,NA,NA
A3312700726225003_com_facil_sold_to,A3312700726225003,331270,Brevig Mission,2026-01-01,2026,1,com_facil_sold_to,738,outlier_check,NA,NA,NA,28268,NA,NA,NA
A3312700826225003_commercial_sold_to,A3312700826225003,331270,Brevig Mission,2026-02-01,2026,2,commercial_sold_to,34460,outlier_check,NA,0,NA,3511,NA,NA,NA
A3312700826225003_com_facil_sold_to,A3312700826225003,331270,Brevig Mission,2026-02-01,2026,2,com_facil_sold_to,662,outlier_check,NA,NA,NA,27200,NA,NA,NA
A3312700926225003_commercial_sold_to,A3312700926225003,331270,Brevig Mission,2026-03-01,2026,3,commercial_sold_to,35854,outlier_check,NA,0,NA,3531,NA,NA,NA
A3312700926225003_com_facil_sold_to,A3312700926225003,331270,Brevig Mission,2026-03-01,2026,3,com_facil_sold_to,525,outlier_check,NA,NA,NA,28120,NA,NA,NA
A3312701026225003_commercial_sold_to,A3312701026225003,331270,Brevig Mission,2026-04-01,2026,4,commercial_sold_to,31486,outlier_check,NA,0,0,3426,NA,NA,NA
A3312701026225003_com_facil_sold_to,A3312701026225003,331270,Brevig Mission,2026-04-01,2026,4,com_facil_sold_to,529,outlier_check,NA,NA,NA,26213,NA,NA,NA
A3312701126225003_residential_sold_to,A3312701126225003,331270,Brevig Mission,2026-05-01,2026,5,residential_sold_to,0,outlier_check,48790,54209,48790,42724,NA,NA,NA
A3312701126225003_com_facil_sold_to,A3312701126225003,331270,Brevig Mission,2026-05-01,2026,5,com_facil_sold_to,0,outlier_check,NA,NA,NA,23728,NA,NA,NA
A3318200418225003_peak_consumption_kw,A3318200418225003,331820,Buckland,2017-10-01,2017,10,peak_consumption_kw,0,outlier_check,294,306,324,322,NA,NA,NA
A3318200922225003_powerhouse_consumption_kwh,A3318200922225003,331820,Buckland,2022-03-01,2022,3,powerhouse_consumption_kwh,21233,outlier_check,0,4627,1912,3684,NA,NA,NA
A3318201022225003_pce_eligible_community_kwh,A3318201022225003,331820,Buckland,2022-04-01,2022,4,pce_eligible_community_kwh,31984,outlier_check,11134,10784,11134,9885,NA,NA,NA
A3318201022225003_com_facil_sold_to,A3318201022225003,331820,Buckland,2022-04-01,2022,4,com_facil_sold_to,31984,outlier_check,11134,10784,11134,10420,NA,NA,NA
A3318200523225003_govt_facil_sold_to,A3318200523225003,331820,Buckland,2022-11-01,2022,11,govt_facil_sold_to,49701,outlier_check,8217,9568,8604,8299,NA,NA,NA
A3318200723225003_unbilled_customers,A3318200723225003,331820,Buckland,2023-01-01,2023,1,unbilled_customers,969,outlier_check,3,3,3,2,NA,NA,NA
A3318200823225003_unbilled_customers,A3318200823225003,331820,Buckland,2023-02-01,2023,2,unbilled_customers,992,outlier_check,NA,3,3,2,NA,NA,NA
A3318200923225003_fuel_used_gallons,A3318200923225003,331820,Buckland,2023-03-01,2023,3,fuel_used_gallons,34946,outlier_check,14925,14412,18982,11621,NA,NA,NA
A3318200923225003_fuel_cost,A3318200923225003,331820,Buckland,2023-03-01,2023,3,fuel_cost,124316.9,outlier_check,53094.19,61949,53094,42706,NA,NA,NA
A3318201023225003_fuel_cost,A3318201023225003,331820,Buckland,2023-04-01,2023,4,fuel_cost,128042.5,outlier_check,NA,61949,65805,45764,NA,NA,NA
A3318200624225003_fuel_cost,A3318200624225003,331820,Buckland,2023-12-01,2023,12,fuel_cost,113741.38,outlier_check,85374.84,61949,42687,46704,NA,NA,NA
A3318200824225003_peak_consumption_kw,A3318200824225003,331820,Buckland,2024-02-01,2024,2,peak_consumption_kw,0,outlier_check,390,362,390,398,NA,NA,NA
A3318200924225003_peak_consumption_kw,A3318200924225003,331820,Buckland,2024-03-01,2024,3,peak_consumption_kw,0,outlier_check,NA,362,NA,361,NA,NA,NA
A3318201024225003_peak_consumption_kw,A3318201024225003,331820,Buckland,2024-04-01,2024,4,peak_consumption_kw,0,outlier_check,NA,362,NA,335,NA,NA,NA
A3318201124225003_peak_consumption_kw,A3318201124225003,331820,Buckland,2024-05-01,2024,5,peak_consumption_kw,0,outlier_check,NA,362,NA,295,NA,NA,NA
A3318201224225003_peak_consumption_kw,A3318201224225003,331820,Buckland,2024-06-01,2024,6,peak_consumption_kw,0,outlier_check,NA,362,NA,242,NA,NA,NA
A3318200125225003_peak_consumption_kw,A3318200125225003,331820,Buckland,2024-07-01,2024,7,peak_consumption_kw,0,outlier_check,NA,362,300,248,NA,NA,NA
A3318200225225003_solar_kwh_generated,A3318200225225003,331820,Buckland,2024-08-01,2024,8,solar_kwh_generated,36580,outlier_check,NA,NA,NA,15000,NA,NA,NA
A3318200925225003_solar_kwh_generated,A3318200925225003,331820,Buckland,2025-03-01,2025,3,solar_kwh_generated,34305,outlier_check,NA,7667,NA,NA,NA,NA,NA
A3318200826225003_total_kwh_purchased,A3318200826225003,331820,Buckland,2026-02-01,2026,2,total_kwh_purchased,100179,outlier_check,0,0,0,0,NA,NA,NA
A3318201026225003_pce_eligible_community_kwh,A3318201026225003,331820,Buckland,2026-04-01,2026,4,pce_eligible_community_kwh,23558,outlier_check,12309,11977,10620,9885,NA,NA,NA
A3318201026225003_com_facil_sold_to,A3318201026225003,331820,Buckland,2026-04-01,2026,4,com_facil_sold_to,23558,outlier_check,12412,12008,10672,10420,NA,NA,NA
A3318201126225003_govt_facil_sold_to,A3318201126225003,331820,Buckland,2026-05-01,2026,5,govt_facil_sold_to,32390,outlier_check,11769,11144,10344,6872,NA,NA,NA
A3318301118225003_peak_consumption_kw,A3318301118225003,331830,Central,2018-05-01,2018,5,peak_consumption_kw,250,outlier_check,128,110,124,81,NA,NA,NA
A3318300219225003_peak_consumption_kw,A3318300219225003,331830,Central,2018-08-01,2018,8,peak_consumption_kw,180,outlier_check,92,110,96,99,NA,NA,NA
A3318300621225003_powerhouse_consumption_kwh,A3318300621225003,331830,Central,2020-12-01,2020,12,powerhouse_consumption_kwh,2081,outlier_check,1846,1403,1894,1321,NA,NA,NA
A3318300921225003_powerhouse_consumption_kwh,A3318300921225003,331830,Central,2021-03-01,2021,3,powerhouse_consumption_kwh,2003,outlier_check,1800,1469,1599,1236,NA,NA,NA
A3318300123225003_powerhouse_consumption_kwh,A3318300123225003,331830,Central,2022-07-01,2022,7,powerhouse_consumption_kwh,2365,outlier_check,1647,1342,1647,1475,NA,NA,NA
A3318300223225003_powerhouse_consumption_kwh,A3318300223225003,331830,Central,2022-08-01,2022,8,powerhouse_consumption_kwh,2273,outlier_check,NA,1342,1831,1442,NA,NA,NA
A3318301223225003_powerhouse_consumption_kwh,A3318301223225003,331830,Central,2023-06-01,2023,6,powerhouse_consumption_kwh,2485,outlier_check,1834,1290,1719,1406,NA,NA,NA
A3318400617225003_fuel_used_gallons,A3318400617225003,331840,Chalkyitsik,2016-12-01,2016,12,fuel_used_gallons,13237,outlier_check,2499,2489,2460,2370,NA,NA,NA
A3318400617225003_fuel_cost,A3318400617225003,331840,Chalkyitsik,2016-12-01,2016,12,fuel_cost,52353.66,outlier_check,9883.79,10066,9728,9849,NA,NA,NA
A3318401018225003_commercial_sold_to,A3318401018225003,331840,Chalkyitsik,2018-04-01,2018,4,commercial_sold_to,8060,outlier_check,1856,3353,1856,4452,NA,NA,NA
A3318401118225003_commercial_sold_to,A3318401118225003,331840,Chalkyitsik,2018-05-01,2018,5,commercial_sold_to,7997,outlier_check,NA,3353,5659,2960,NA,NA,NA
A3318400619225003_fuel_used_gallons,A3318400619225003,331840,Chalkyitsik,2018-12-01,2018,12,fuel_used_gallons,5237,outlier_check,NA,2322,2811,2370,NA,NA,NA
A3318400619225003_diesel_kwh_generated,A3318400619225003,331840,Chalkyitsik,2018-12-01,2018,12,diesel_kwh_generated,56390,outlier_check,NA,18468,36950,27510,NA,NA,NA
A3318400619225003_residential_sold_to,A3318400619225003,331840,Chalkyitsik,2018-12-01,2018,12,residential_sold_to,10580,outlier_check,NA,4888,4887,5569,NA,NA,NA
A3318400619225003_com_facil_sold_to,A3318400619225003,331840,Chalkyitsik,2018-12-01,2018,12,com_facil_sold_to,19795,outlier_check,NA,7672,5817,4973,NA,NA,NA
A3318400619225003_fuel_cost,A3318400619225003,331840,Chalkyitsik,2018-12-01,2018,12,fuel_cost,23170.58,outlier_check,NA,9862,12437,9849,NA,NA,NA
A3318400320225003_fuel_cost,A3318400320225003,331840,Chalkyitsik,2019-09-01,2019,9,fuel_cost,20448.04,outlier_check,9134.29,9740,8931,9833,NA,NA,NA
A3318400121225003_fuel_cost,A3318400121225003,331840,Chalkyitsik,2020-07-01,2020,7,fuel_cost,16227.07,outlier_check,8210.21,9758,8286,8141,NA,NA,NA
A3318400621225003_fuel_used_gallons,A3318400621225003,331840,Chalkyitsik,2020-12-01,2020,12,fuel_used_gallons,0,outlier_check,2204,2222,2204,2370,NA,NA,NA
A3318400621225003_fuel_cost,A3318400621225003,331840,Chalkyitsik,2020-12-01,2020,12,fuel_cost,0,outlier_check,9359.07,9758,9359,9849,NA,NA,NA
A3318400721225003_fuel_used_gallons,A3318400721225003,331840,Chalkyitsik,2021-01-01,2021,1,fuel_used_gallons,0,outlier_check,NA,NA,NA,2546,NA,NA,NA
A3318400721225003_fuel_cost,A3318400721225003,331840,Chalkyitsik,2021-01-01,2021,1,fuel_cost,0,outlier_check,NA,NA,NA,10923,NA,NA,NA
A3318400821225003_fuel_used_gallons,A3318400821225003,331840,Chalkyitsik,2021-02-01,2021,2,fuel_used_gallons,0,outlier_check,NA,NA,NA,2518,NA,NA,NA
A3318400821225003_fuel_cost,A3318400821225003,331840,Chalkyitsik,2021-02-01,2021,2,fuel_cost,0,outlier_check,NA,NA,NA,10780,NA,NA,NA
A3323100817225003_fuel_used_gallons,A3323100817225003,332310,Chefornak,2017-02-01,2017,2,fuel_used_gallons,22696,outlier_check,11301,9461,10918,10439,NA,NA,NA
A3323100919225003_unbilled_sold_to,A3323100919225003,332310,Chefornak,2019-03-01,2019,3,unbilled_sold_to,2968,outlier_check,1640,1343,1479,1336,NA,NA,NA
A3323100421225003_powerhouse_consumption_kwh,A3323100421225003,332310,Chefornak,2020-10-01,2020,10,powerhouse_consumption_kwh,8375,outlier_check,3827,3754,3827,3092,NA,NA,NA
A3323100521225003_powerhouse_consumption_kwh,A3323100521225003,332310,Chefornak,2020-11-01,2020,11,powerhouse_consumption_kwh,8336,outlier_check,NA,3754,6869,2886,NA,NA,NA
A3323101221225003_powerhouse_consumption_kwh,A3323101221225003,332310,Chefornak,2021-06-01,2021,6,powerhouse_consumption_kwh,7469,outlier_check,6006,4765,6032,2818,NA,NA,NA
A3323100622225003_fuel_used_gallons,A3323100622225003,332310,Chefornak,2021-12-01,2021,12,fuel_used_gallons,0,outlier_check,12937,8311,10656,9956,NA,NA,NA
A3323100622225003_diesel_kwh_generated,A3323100622225003,332310,Chefornak,2021-12-01,2021,12,diesel_kwh_generated,0,outlier_check,149264,107646,131146,133719,NA,NA,NA
A3323100622225003_peak_consumption_kw,A3323100622225003,332310,Chefornak,2021-12-01,2021,12,peak_consumption_kw,0,outlier_check,321,307,313,344,NA,NA,NA
A3323100622225003_residential_sold_to,A3323100622225003,332310,Chefornak,2021-12-01,2021,12,residential_sold_to,69136,outlier_check,54816,47888,49366,50201,NA,NA,NA
A3323100622225003_commercial_sold_to,A3323100622225003,332310,Chefornak,2021-12-01,2021,12,commercial_sold_to,25933,outlier_check,21975,17844,19015,16231,NA,NA,NA
A3323100622225003_unbilled_sold_to,A3323100622225003,332310,Chefornak,2021-12-01,2021,12,unbilled_sold_to,2647,outlier_check,2559,1216,2559,1465,NA,NA,NA
A3323100722225003_unbilled_sold_to,A3323100722225003,332310,Chefornak,2022-01-01,2022,1,unbilled_sold_to,2641,outlier_check,NA,1642,NA,1566,NA,NA,NA
A3323100822225003_unbilled_sold_to,A3323100822225003,332310,Chefornak,2022-02-01,2022,2,unbilled_sold_to,2795,outlier_check,NA,1642,NA,1467,NA,NA,NA
A3323100922225003_unbilled_sold_to,A3323100922225003,332310,Chefornak,2022-03-01,2022,3,unbilled_sold_to,3102,outlier_check,NA,1642,2574,1336,NA,NA,NA
A3323101122225003_peak_consumption_kw,A3323101122225003,332310,Chefornak,2022-05-01,2022,5,peak_consumption_kw,700,outlier_check,178,307,178,313,NA,NA,NA
A3323101222225003_peak_consumption_kw,A3323101222225003,332310,Chefornak,2022-06-01,2022,6,peak_consumption_kw,700,outlier_check,NA,307,197,300,NA,NA,NA
A3323100724225003_peak_consumption_kw,A3323100724225003,332310,Chefornak,2024-01-01,2024,1,peak_consumption_kw,535,outlier_check,340,314,330,344,NA,NA,NA
A3323100226225003_fuel_used_gallons,A3323100226225003,332310,Chefornak,2025-08-01,2025,8,fuel_used_gallons,597,outlier_check,7497,8877,7887,8856,NA,NA,NA
A3323100526225003_peak_consumption_kw,A3323100526225003,332310,Chefornak,2025-11-01,2025,11,peak_consumption_kw,524,outlier_check,404,355,452,351,NA,NA,NA
A3318500616225003_govt_facil_sold_to,A3318500616225003,331850,Chenega Bay,2015-12-01,2015,12,govt_facil_sold_to,2310,outlier_check,NA,NA,NA,800,NA,NA,NA
A3318500716225003_govt_facil_sold_to,A3318500716225003,331850,Chenega Bay,2016-01-01,2016,1,govt_facil_sold_to,6149,outlier_check,NA,615,1560,727,NA,NA,NA
A3318500217225003_pce_eligible_community_kwh,A3318500217225003,331850,Chenega Bay,2016-08-01,2016,8,pce_eligible_community_kwh,1605,outlier_check,2337,2242,2337,3521,NA,NA,NA
A3318500317225003_pce_eligible_community_kwh,A3318500317225003,331850,Chenega Bay,2016-09-01,2016,9,pce_eligible_community_kwh,1718,outlier_check,NA,2242,1861,3368,NA,NA,NA
A3318500717225003_govt_facil_sold_to,A3318500717225003,331850,Chenega Bay,2017-01-01,2017,1,govt_facil_sold_to,2119,outlier_check,1361,628,1226,727,NA,NA,NA
A3318500917225003_govt_facil_sold_to,A3318500917225003,331850,Chenega Bay,2017-03-01,2017,3,govt_facil_sold_to,2110,outlier_check,1092,628,1203,583,NA,NA,NA
A3318501217225003_residential_sold_to,A3318501217225003,331850,Chenega Bay,2017-06-01,2017,6,residential_sold_to,13823,outlier_check,7070,7381,7307,5631,NA,NA,NA
A3318500118225003_residential_customers,A3318500118225003,331850,Chenega Bay,2017-07-01,2017,7,residential_customers,7544,outlier_check,25,25,25,23,NA,NA,NA
A3318500118225003_commercial_customers,A3318500118225003,331850,Chenega Bay,2017-07-01,2017,7,commercial_customers,5268,outlier_check,11,12,11,16,NA,NA,NA
A3318500118225003_com_facil_customers,A3318500118225003,331850,Chenega Bay,2017-07-01,2017,7,com_facil_customers,2583,outlier_check,9,9,9,9,NA,NA,NA
A3318500118225003_govt_facil_customers,A3318500118225003,331850,Chenega Bay,2017-07-01,2017,7,govt_facil_customers,269,outlier_check,3,3,3,3,NA,NA,NA
A3318500519225003_fuel_used_gallons,A3318500519225003,331850,Chenega Bay,2018-11-01,2018,11,fuel_used_gallons,0,outlier_check,2927,2504,2932,2004,NA,NA,NA
A3318500619225003_govt_facil_sold_to,A3318500619225003,331850,Chenega Bay,2018-12-01,2018,12,govt_facil_sold_to,1933,outlier_check,588,460,660,800,NA,NA,NA
A3318500320225003_diesel_kwh_generated,A3318500320225003,331850,Chenega Bay,2019-09-01,2019,9,diesel_kwh_generated,0,outlier_check,17017,20545,17017,20682,NA,NA,NA
A3318500420225003_diesel_kwh_generated,A3318500420225003,331850,Chenega Bay,2019-10-01,2019,10,diesel_kwh_generated,0,outlier_check,NA,20545,NA,24017,NA,NA,NA
A3318500520225003_diesel_kwh_generated,A3318500520225003,331850,Chenega Bay,2019-11-01,2019,11,diesel_kwh_generated,0,outlier_check,NA,20545,NA,26242,NA,NA,NA
A3318500620225003_diesel_kwh_generated,A3318500620225003,331850,Chenega Bay,2019-12-01,2019,12,diesel_kwh_generated,0,outlier_check,NA,20545,20005,27306,NA,NA,NA
A3318500920225003_diesel_kwh_generated,A3318500920225003,331850,Chenega Bay,2020-03-01,2020,3,diesel_kwh_generated,0,outlier_check,21794,23015,21794,24038,NA,NA,NA
A3318501020225003_fuel_used_gallons,A3318501020225003,331850,Chenega Bay,2020-04-01,2020,4,fuel_used_gallons,0,outlier_check,1255,1869,1255,2120,NA,NA,NA
A3318501020225003_diesel_kwh_generated,A3318501020225003,331850,Chenega Bay,2020-04-01,2020,4,diesel_kwh_generated,0,outlier_check,NA,23015,NA,21900,NA,NA,NA
A3318501020225003_peak_consumption_kw,A3318501020225003,331850,Chenega Bay,2020-04-01,2020,4,peak_consumption_kw,0,outlier_check,58,54,58,58,NA,NA,NA
A3318501120225003_fuel_used_gallons,A3318501120225003,331850,Chenega Bay,2020-05-01,2020,5,fuel_used_gallons,0,outlier_check,NA,1869,NA,2223,NA,NA,NA
A3318501120225003_diesel_kwh_generated,A3318501120225003,331850,Chenega Bay,2020-05-01,2020,5,diesel_kwh_generated,0,outlier_check,NA,23015,NA,22122,NA,NA,NA
A3318501220225003_fuel_used_gallons,A3318501220225003,331850,Chenega Bay,2020-06-01,2020,6,fuel_used_gallons,0,outlier_check,NA,1869,NA,1960,NA,NA,NA
A3318501220225003_diesel_kwh_generated,A3318501220225003,331850,Chenega Bay,2020-06-01,2020,6,diesel_kwh_generated,0,outlier_check,NA,23015,NA,21884,NA,NA,NA
A3318500121225003_fuel_used_gallons,A3318500121225003,331850,Chenega Bay,2020-07-01,2020,7,fuel_used_gallons,0,outlier_check,NA,1869,NA,1980,NA,NA,NA
A3318500121225003_diesel_kwh_generated,A3318500121225003,331850,Chenega Bay,2020-07-01,2020,7,diesel_kwh_generated,0,outlier_check,NA,23015,NA,19262,NA,NA,NA
A3318500121225003_peak_consumption_kw,A3318500121225003,331850,Chenega Bay,2020-07-01,2020,7,peak_consumption_kw,0,outlier_check,58,54,58,57,NA,NA,NA
A3318500221225003_fuel_used_gallons,A3318500221225003,331850,Chenega Bay,2020-08-01,2020,8,fuel_used_gallons,7139,outlier_check,NA,1869,2201,2081,NA,NA,NA
A3318500221225003_diesel_kwh_generated,A3318500221225003,331850,Chenega Bay,2020-08-01,2020,8,diesel_kwh_generated,0,outlier_check,NA,23015,NA,21067,NA,NA,NA
A3318500221225003_fuel_cost,A3318500221225003,331850,Chenega Bay,2020-08-01,2020,8,fuel_cost,30983.26,outlier_check,0,5146,4776,9895,NA,NA,NA
A3318500321225003_diesel_kwh_generated,A3318500321225003,331850,Chenega Bay,2020-09-01,2020,9,diesel_kwh_generated,0,outlier_check,NA,23015,23713,20682,NA,NA,NA
A3318500421225003_powerhouse_consumption_kwh,A3318500421225003,331850,Chenega Bay,2020-10-01,2020,10,powerhouse_consumption_kwh,3685,outlier_check,2414,724,2414,1215,NA,NA,NA
A3318500521225003_powerhouse_consumption_kwh,A3318500521225003,331850,Chenega Bay,2020-11-01,2020,11,powerhouse_consumption_kwh,5053,outlier_check,NA,724,1301,1248,NA,NA,NA
A3318500921225003_fuel_used_gallons,A3318500921225003,331850,Chenega Bay,2021-03-01,2021,3,fuel_used_gallons,0,outlier_check,1661,1876,1688,2087,NA,NA,NA
A3318501221225003_diesel_kwh_generated,A3318501221225003,331850,Chenega Bay,2021-06-01,2021,6,diesel_kwh_generated,0,outlier_check,20894,21608,21193,21884,NA,NA,NA
A3318500522225003_diesel_kwh_generated,A3318500522225003,331850,Chenega Bay,2021-11-01,2021,11,diesel_kwh_generated,0,outlier_check,25534,21608,25868,26242,NA,NA,NA
A3318500522225003_residential_sold_to,A3318500522225003,331850,Chenega Bay,2021-11-01,2021,11,residential_sold_to,12024,outlier_check,6866,6117,6832,6890,NA,NA,NA
A3318500822225003_diesel_kwh_generated,A3318500822225003,331850,Chenega Bay,2022-02-01,2022,2,diesel_kwh_generated,0,outlier_check,19362,20755,19234,23577,NA,NA,NA
A3318500822225003_peak_consumption_kw,A3318500822225003,331850,Chenega Bay,2022-02-01,2022,2,peak_consumption_kw,0,outlier_check,53,66,57,57,NA,NA,NA
A3318501022225003_diesel_kwh_generated,A3318501022225003,331850,Chenega Bay,2022-04-01,2022,4,diesel_kwh_generated,0,outlier_check,19106,20755,19106,21900,NA,NA,NA
A3318501122225003_diesel_kwh_generated,A3318501122225003,331850,Chenega Bay,2022-05-01,2022,5,diesel_kwh_generated,0,outlier_check,NA,20755,24450,22122,NA,NA,NA
A3318500324225003_peak_consumption_kw,A3318500324225003,331850,Chenega Bay,2023-09-01,2023,9,peak_consumption_kw,112,outlier_check,71,71,71,53,NA,NA,NA
A3318500424225003_peak_consumption_kw,A3318500424225003,331850,Chenega Bay,2023-10-01,2023,10,peak_consumption_kw,115,outlier_check,NA,71,NA,54,NA,NA,NA
A3318500524225003_peak_consumption_kw,A3318500524225003,331850,Chenega Bay,2023-11-01,2023,11,peak_consumption_kw,115,outlier_check,NA,71,NA,55,NA,NA,NA
A3318500624225003_peak_consumption_kw,A3318500624225003,331850,Chenega Bay,2023-12-01,2023,12,peak_consumption_kw,115,outlier_check,NA,71,NA,54,NA,NA,NA
A3318500724225003_peak_consumption_kw,A3318500724225003,331850,Chenega Bay,2024-01-01,2024,1,peak_consumption_kw,115,outlier_check,NA,NA,NA,55,NA,NA,NA
A3318500824225003_peak_consumption_kw,A3318500824225003,331850,Chenega Bay,2024-02-01,2024,2,peak_consumption_kw,115,outlier_check,NA,NA,NA,57,NA,NA,NA
A3318500924225003_peak_consumption_kw,A3318500924225003,331850,Chenega Bay,2024-03-01,2024,3,peak_consumption_kw,115,outlier_check,NA,NA,NA,58,NA,NA,NA
A3318501024225003_peak_consumption_kw,A3318501024225003,331850,Chenega Bay,2024-04-01,2024,4,peak_consumption_kw,115,outlier_check,NA,NA,NA,58,NA,NA,NA
A3318501124225003_peak_consumption_kw,A3318501124225003,331850,Chenega Bay,2024-05-01,2024,5,peak_consumption_kw,115,outlier_check,NA,NA,NA,56,NA,NA,NA
A3318501224225003_peak_consumption_kw,A3318501224225003,331850,Chenega Bay,2024-06-01,2024,6,peak_consumption_kw,115,outlier_check,NA,NA,NA,55,NA,NA,NA
A3318500125225003_peak_consumption_kw,A3318500125225003,331850,Chenega Bay,2024-07-01,2024,7,peak_consumption_kw,115,outlier_check,NA,NA,NA,57,NA,NA,NA
A3318500225225003_peak_consumption_kw,A3318500225225003,331850,Chenega Bay,2024-08-01,2024,8,peak_consumption_kw,115,outlier_check,NA,NA,NA,57,NA,NA,NA
A3318500325225003_peak_consumption_kw,A3318500325225003,331850,Chenega Bay,2024-09-01,2024,9,peak_consumption_kw,115,outlier_check,NA,NA,NA,53,NA,NA,NA
