identifier,project_code,stage_code,shortcut_dimension_4_code,line_no,sales_reporter_id,sales_reporting_name,ak_operator_id,operator_name,plant_id,plant_name,intertie_id,intertie_name,utility,community,amount,purchased_from,purchased_from_2,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,fuel_used_gallons,non_fuel_expenses,fuel_cost,total_kwh_purchased,total_kwh_purchased_2,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,diesel_kwh_generated,hydro_kwh_generated,natural_gas_kwh_generated,wind_kwh_generated,solar_kwh_generated,other_kwh_generated,calendar_month,fiscal_year,calendar_year,pce_eligible_residential_kwh,pce_eligible_com_facil_kwh,pce_eligible_community_kwh,pce_eligible_total_kwh,actual_rate,pro_rata_rate,residential_rate,effective_residential_rate,residential_kwh_per_customer_per_month,pce_residential_kwh_per_customer_per_month
A3322301217225003,332230,12,17,0,SR-44,Chuathbaluk,AK-OP-058,Middle Kuskokwim Electric,P202,Chuathbaluk,144-0000,Chuathbaluk_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CHUATHBALUK,5351.97,NA,NA,827,46,5491,3606,2763,387,0,2.8271,1367,19334.23,3864.65,0,NA,32,3,10,3,0,0,NA,14723,0,NA,NA,NA,NA,6,2017,2017,5491,0,2739,8230,0.6503,0.6503,1.0661,0.41580000000000006,171.59375,171.59375
A3322401217225003,332240,12,17,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,5942.44,NA,NA,1135,107,7489,6332,2347,994,0,2.8271,1652,23715.77,4670.37,0,NA,35,9,4,2,1,0,NA,19017,0,NA,NA,NA,NA,6,2017,2017,6791,0,2347,9138,0.6503,0.6503,1.066,0.41570000000000007,213.97142857142856,194.02857142857144
A3322501217225003,332250,12,17,0,SR-149,Red Devil,AK-OP-058,Middle Kuskokwim Electric,P204,Red Devil,146-0000,Red Devil_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,RED DEVIL,1920.99,NA,NA,98,24,3098,955,0,191,0,2.8271,734,8819.31,2075.09,0,NA,13,3,0,2,0,0,NA,4498,0,NA,NA,NA,NA,6,2017,2017,2954,0,0,2954,0.6503,0.6503,1.0661,0.41580000000000006,238.30769230769232,227.23076923076923
A3322601217225003,332260,12,17,0,SR-166,Sleetmute,AK-OP-058,Middle Kuskokwim Electric,P205,Sleetmute,147-0000,Sleetmute_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,SLEETMUTE,5676.47,NA,NA,1282,58,6248,4477,3896,868,0,2.8271,1931,23714.06,5459.13,0,NA,33,6,5,3,2,0,NA,18514,0,NA,NA,NA,NA,6,2017,2017,5314,0,3415,8729,0.6503,0.6503,1.066,0.41570000000000007,189.33333333333334,161.03030303030303
A3322701217225003,332270,12,17,0,SR-169,Stony River,AK-OP-058,Middle Kuskokwim Electric,P206,Stony River,148-0000,Stony River_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,STONY RIVER,1491.79,NA,NA,852,17,2294,2429,817,0,0,2.8271,911,13277.13,2575.49,0,NA,16,4,5,1,1,0,NA,7068,0,NA,NA,NA,NA,6,2017,2017,2294,0,0,2294,0.6503,0.6503,1.0662,0.4159000000000001,143.375,143.375
A3322801217225003,332280,12,17,0,SR-116,"Naknek, South Naknek, King Salmon",AK-OP-059,Naknek Electric Association,P207,Naknek,150-0000,Naknek_grid,NAKNEK ELECTRIC,NAKNEK;S.NAKNEK;KNG SLMN,67839.53,NA,NA,75930,10200,282359,2094632,95621,217087,0,1.9429,237010,247291.78,460486.73,0,NA,643,253,37,97,0,0,NA,2885697,0,NA,NA,NA,NA,6,2017,2017,178903,0,62090,240993,0.2815,0.2815,0.54,0.25850000000000006,439.1275272161742,278.2317262830482
A3322901217225003,332290,12,17,0,SR-117,Napakiak,AK-OP-060,Napakiak Ircinraq,P208,Napakiak,034-1988,Bethel_grid,NAPAKIAK IRCINRAQ,NAPAKIAK,8730.78,AVEC,NA,NA,NA,26006,8095,2140,1516,0,NA,0,8455.66,0,40794,NA,109,13,4,7,0,0,NA,NA,0,NA,NA,NA,NA,6,2017,2017,23829,0,2140,25969,0.3362,0.3362,0.825,0.4888,238.58715596330276,218.61467889908258
A3323001217225003,332300,12,17,0,SR-118,Napaskiak,AK-OP-061,Napaskiak Electric Utility,P209,Napaskiak,153-0000,Napaskiak_grid,NAPASKIAK ELECTRIC UTILITY,NAPASKIAK,13202.68,NA,NA,NA,173,33482,9570,1831,250,2045,4.943,5833,NA,28832.52,0,NA,110,19,4,3,10,0,NA,NA,0,NA,NA,NA,NA,6,2017,2017,31661,0,1570,33231,0.3973,0.3973,0.7,0.30269999999999997,304.3818181818182,287.8272727272727
A3323101217225003,332310,12,17,0,SR-35,Chefornak,AK-OP-062,Naterkaq Light Plant (City of Chefornak),P210,Chefornak,154-0000,Chefornak_grid,NATERKAQ LIGHT PLANT,CHEFORNAK,8192.45,NA,NA,2942,232,38422,13404,5846,20560,1002,2.6404,7536,43366.71,19898.05,0,NA,93,6,18,15,4,0,NA,91196,0,NA,NA,NA,NA,6,2017,2017,33522,0,5397,38919,0.2105,0.2105,0.49,0.27949999999999997,413.13978494623655,360.4516129032258
A3323201217225003,332320,12,17,0,SR-120,Nelson Lagoon,AK-OP-063,Nelson Lagoon Electrical Coop,P212,Nelson Lagoon,156-0000,Nelson Lagoon_grid,NELSON LAGOON ELECTRICAL COOP,NELSON LAGOON,5636.4,NA,NA,422,720,9526,5363,1863,586,0,4.4688,1042,6500,4656.49,0,NA,32,19,5,2,0,0,NA,20996,0,NA,NA,NA,NA,6,2017,2017,8164,0,1564,9728,0.5794,0.5794,0.84,0.26059999999999994,297.6875,255.125
A3323301217225003,332330,12,17,0,SR-124,Nikolai,AK-OP-065,"Nikolai, City of",P214,Nikolai,158-0000,Nikolai_grid,CITY OF NIKOLAI,NIKOLAI,3138.31,NA,NA,NA,64,12516,4705,1634,1408,1686,3.9303,3120,NA,12262.54,0,NA,40,7,7,3,1,0,NA,29516,0,NA,NA,NA,NA,6,2017,2017,10821,0,1392,12213,0.3797,0.3797,0.9,0.5203,312.9,270.525
A3323401217225003,332340,12,17,0,SR-127,Nome,AK-OP-066,Nome Joint Utility Systems,P215,Snake River,159-0000,Nome_grid,NOME JOINT UTILITY SYSTEM,NOME,64327.46,NA,NA,119866,3962,617029,646888,254874,704060,0,2.1606,143624,545897,310314.01,0,NA,1735,313,78,65,0,0,NA,2306429,0,NA,135669,NA,NA,6,2017,2017,438715,0,165295,604010,0.1065,0.1065,0.3396,0.23310000000000003,355.6363112391931,252.86167146974063
A3323501217225003,332350,12,17,0,SR-19,Anaktuvuk Pass,AK-OP-067,North Slope Borough Power & Light,P216,Anaktuvuk Pass,160-0000,Anaktuvuk Pass_grid,NORTH SLOPE BOROUGH,ANAKTUVUK PASS,12.99,NA,NA,26469,704,38892,173654,390,1786,0,4.7724,20124,74082.47,96039.78,0,NA,98,62,2,3,1,0,NA,255000,0,NA,NA,NA,NA,6,2017,2017,16421,0,390,16811,0,0,0.2293,0.2293,396.85714285714283,167.5612244897959
A3323601217225003,332360,12,17,0,SR-26,Atqasuk,AK-OP-067,North Slope Borough Power & Light,P217,Atqasuk,161-0000,Atqasuk_grid,NORTH SLOPE BOROUGH,ATQASUK,111.95,NA,NA,37155,431,34467,143410,1590,653,0,5.1824,15754,68804.71,81643.53,0,NA,61,52,2,2,1,0,NA,203311,0,NA,NA,NA,NA,6,2017,2017,11482,0,1590,13072,0,0,0.1854,0.1854,565.0327868852459,188.2295081967213
A3323701217225003,332370,12,17,0,SR-83,Kaktovik,AK-OP-067,North Slope Borough Power & Light,P218,Kaktovik,162-0000,Kaktovik_grid,NORTH SLOPE BOROUGH,KAKTOVIK,356.25,NA,NA,15672,608,41314,174007,4578,43072,0,3.0902,21471,74233.41,66349.68,0,NA,78,50,3,6,1,0,NA,291600,0,NA,NA,NA,NA,6,2017,2017,12703,0,4578,17281,0,0,0.1613,0.1613,529.6666666666666,162.85897435897436
A3323801217225003,332380,12,17,0,SR-130,Nuiqsut,AK-OP-067,North Slope Borough Power & Light,P219,Nuiqsut,163-0000,Nuiqsut_grid,NORTH SLOPE BOROUGH,NUIQSUT,911.62,NA,NA,21310,821,54277,270221,8490,2144,0,3.3845,7686,87057.97,26013.27,0,NA,110,71,3,3,1,0,NA,110227,0,262093,NA,NA,NA,6,2017,2017,32057,0,8490,40547,0,0,0.08,0.08,493.42727272727274,291.42727272727274
A3323901217225003,332390,12,17,0,SR-143,Point Hope,AK-OP-067,North Slope Borough Power & Light,P220,Point Hope,164-0000,Point Hope_grid,NORTH SLOPE BOROUGH,POINT HOPE,47.56,NA,NA,16272,883,105837,252372,1107,4992,0,3.0902,30660,89287.43,94745.53,0,NA,188,77,2,6,1,0,NA,417718,0,NA,NA,NA,NA,6,2017,2017,35887,0,1107,36994,0,0,0.2246,0.2246,562.9627659574468,190.88829787234042
A3324101217225003,332410,12,17,0,SR-187,Wainwright,AK-OP-067,North Slope Borough Power & Light,P222,Wainwright,166-0000,Wainwright_grid,NORTH SLOPE BOROUGH,WAINWRIGHT,47.29,NA,NA,34070,914,83569,301290,1420,4847,0,3.0902,34241,64231.72,105811.54,0,NA,150,65,3,4,1,0,NA,445040,0,NA,NA,NA,NA,6,2017,2017,32044,0,1420,33464,0,0,0.1561,0.1561,557.1266666666667,213.62666666666667
A3324201217225003,332420,12,17,0,SR-132,Nunam Iqua,AK-OP-068,Nunam Iqua Electric Company,P223,Nunam Iqua,167-0000,Nunam Iqua_grid,NUNAM IQUA ELECTRIC COMPANY,NUNAM IQUA,3093.48,NA,NA,2582,290,15974,19710,8530,1439,423,2.3852,4515,12623.22,10769.18,0,NA,43,4,5,4,2,0,NA,53147,0,NA,NA,NA,NA,6,2017,2017,14862,0,8530,23392,0.1942,0.1942,0.391,0.1968,371.48837209302326,345.6279069767442
A3324301217225003,332430,12,17,0,SR-53,"Dillingham, Aleknagik",AK-OP-069,Nushagak Electric Cooperative,P224,Dillingham,169-0000,Dillingham_grid,NUSHAGAK ELECTRIC AND,DILLINGHAM; ALEKNAGIK,61266.59,NA,NA,32700,3070,402491,999427,83091,57579,137,2.0416,96116,377320.49,196230.43,0,NA,975,433,47,50,2,0,NA,1580400,0,NA,NA,NA,NA,6,2017,2017,310810,0,55617,366427,0.1672,0.1672,0.4117,0.2445,412.81128205128203,318.7794871794872
A3324401217225003,332440,12,17,0,SR-135,Ouzinkie,AK-OP-070,"Ouzinkie, City of",P225,Ouzinkie,170-0000,Ouzinkie_grid,CITY OF OUZINKIE,OUZINKIE,3516.82,NA,NA,2347,145,20509,12768,9629,640,0,2.8195,2008,9302.44,5661.56,0,NA,76,15,12,3,0,0,NA,24578,26000,NA,NA,NA,NA,6,2017,2017,18132,0,7746,25878,0.1359,0.1359,0.3953,0.25939999999999996,269.85526315789474,238.57894736842104
A3324501217225003,332450,12,17,0,SR-136,Pedro Bay,AK-OP-071,Pedro Bay Village Council,P227,Pedro Bay,171-0000,Pedro Bay_grid,PEDRO BAY VILLAGE COUNCIL,PEDRO BAY,2029.32,NA,NA,1011,63,3962,8085,1700,792,0,3.6276,1536,3440.74,5571.99,0,NA,19,12,4,1,0,0,NA,17230,0,NA,NA,NA,NA,6,2017,2017,3959,0,1700,5659,0.3586,0.3586,0.81,0.4514000000000001,208.52631578947367,208.3684210526316
A3324801217225003,332480,12,17,0,SR-139,Pilot Point,AK-OP-074,Pilot Point Electric Utility,P230,Pilot Point,173-0000,Pilot Point_grid,PILOT POINT ELECTRIC UTILITY,PILOT POINT,5949.04,NA,NA,1888,118,14260,14924,4796,1569,0,3.2444,3630,411.27,11777.17,0,NA,47,16,10,4,0,0,NA,38520,0,NA,NA,NA,NA,6,2017,2017,11656,0,4796,16452,0.3616,0.3616,0.6,0.2384,303.40425531914894,248
A3325001217225003,332500,12,17,0,SR-146,Port Heiden,AK-OP-077,Port Heiden Utilities,P232,Port Heiden,175-0000,Port Heiden_grid,PORT HEIDEN UTILITIES,PORT HEIDEN,5160.43,NA,NA,2623,257,16063,9700,3120,8147,0,2.46,3870,6258.48,9520.2,0,NA,51,1,6,9,0,0,NA,54480,0,NA,NA,NA,NA,6,2017,2017,12825,0,3024,15849,0.3256,0.3256,0.65,0.3244,314.96078431372547,251.47058823529412
A3325101217225003,332510,12,17,0,SR-97,Kongiganak,AK-OP-078,Puvurnaq Power Company,P233,Kongiganak,176-0000,Kongiganak_grid,PUVURNAQ POWER COMPANY,KONGIGANAK,9037.06,CALISTA CORPORATION,NA,2843,176,41609,19737,6209,267,2540,2.6374,5607,26943,14787.9,7604,NA,107,12,5,3,9,0,NA,63200,0,NA,10375,NA,NA,6,2017,2017,37290,0,5621,42911,0.2106,0.2106,0.65,0.4394,388.86915887850466,348.50467289719626
A3325201217225003,332520,12,17,0,SR-148,Rampart,AK-OP-079,Rampart Village Council,P234,Rampart,177-0000,Rampart_grid,RAMPART VILLAGE COUNCIL,RAMPART,3903.36,NA,NA,2196,35,4864,914,5290,293,0,2.9055,1279,966.05,3716.13,0,NA,31,2,7,4,0,0,NA,15423,0,NA,NA,NA,NA,6,2017,2017,4759,0,3710,8469,0.4609,0.4609,0.815,0.35409999999999997,156.90322580645162,153.51612903225808
A3325301217225003,332530,12,17,0,SR-150,Ruby,AK-OP-080,"Ruby, City of",P236,Ruby,178-0000,Ruby_grid,CITY OF RUBY,RUBY,6409.3,NA,NA,2267,166,17255,15789,4362,870,0,3.46,3446,19801.2,11923.16,0,NA,150,24,13,4,0,0,NA,42015,0,NA,NA,NA,NA,6,2017,2017,16522,0,4362,20884,0.3069,0.3069,0.75,0.4431,115.03333333333333,110.14666666666666
A3325401217225003,332540,12,17,0,SR-156,Sand Point,AK-OP-089,"Sand Point Generating, LLC",P295,Sand Point,187-0000,Sand Point_grid,TDX CORPORATION,SAND POINT,31196.21,NA,NA,8480,600,97928,76926,77193,52492,0,2.63,18760,85077.54,49338.8,0,NA,271,74,30,13,0,0,NA,302600,0,NA,40099,NA,NA,6,2017,2017,78475,0,53359,131834,0.2366,0.2366,0.4657,0.2291,361.3579335793358,289.57564575645756
A3325501217225003,332550,12,17,0,SR-152,Saint George,AK-OP-082,"Saint George, City of",P237,Saint George,179-0000,Saint George_grid,CITY OF ST. GEORGE,ST. GEORGE,11577.46,NA,NA,5841,152,13899,5802,6833,11517,754,7.0495,3829,1574.26,26992.54,0,NA,39,13,7,14,2,0,NA,45702,0,NA,NA,NA,NA,6,2017,2017,10263,0,4865,15128,0.7853,0.7853,1,0.2147,356.38461538461536,263.15384615384613
A3325601217225003,332560,12,17,0,SR-155,Saint Paul,AK-OP-083,Saint Paul Municipal Electric,P238,Saint Paul,180-0000,Saint Paul_grid,ST. PAUL MUNICIPAL ELECTRIC,ST. PAUL,21462.45,TDX WIND,NA,14756,573,52502,94946,32774,41662,0,3.4626,19810,59531,68594.11,16665,NA,149,33,31,17,0,0,NA,260791,0,NA,NA,NA,NA,6,2017,2017,48009,0,29890,77899,0.2533,0.2533,0.42,0.16669999999999996,352.36241610738256,322.20805369127515
A3325701217225003,332570,12,17,0,SR-168,Stevens Village,AK-OP-081,Stevens Village Ira Council,P246,Stevens Village,181-0000,Stevens Village_grid,STEVENS VILLAGE IRA COUNCIL,STEVENS VILLAGE,1744.06,NA,NA,1187,26,1813,1144,1523,343,0,3.0448,1573,2288.28,4789.47,0,NA,13,1,2,4,0,0,NA,11271,0,NA,NA,NA,NA,6,2017,2017,1813,0,1523,3336,0.5228,0.5228,1.07,0.5472,139.46153846153845,139.46153846153845
A3325801217225003,332580,12,17,0,SR-170,Takotna,AK-OP-084,Takotna Community Assoc Inc,P247,Takotna,182-0000,Takotna_grid,TAKOTNA COMMUNITY ASSOC INC,TAKOTNA,2454.53,NA,NA,NA,NA,5168,4910,998,623,0,3.2471,1537,3283.9,4990.79,0,NA,37,12,6,3,0,0,NA,16622,0,NA,NA,NA,NA,6,2017,2017,4778,0,996,5774,0.4251,0.4251,1.022,0.5969,139.67567567567568,129.13513513513513
A3325901217225003,332590,12,17,0,SR-145,Port Alsworth,AK-OP-085,Tanalian Electric Cooperative,P248,Port Alsworth,183-0000,Port Alsworth_grid,TANALIAN ELECTRIC COOPERATIVE,PORT ALSWORTH,6458.45,NA,NA,1304,165,23559,41352,0,8402,0,3.3096,5823,18916.9,19271.8,0,NA,80,49,0,19,0,0,NA,79701,0,NA,NA,NA,NA,6,2017,2017,20969,0,0,20969,0.308,0.308,0.5056,0.19760000000000005,294.4875,262.1125
A3326001217225003,332600,12,17,0,SR-171,Tanana,AK-OP-086,Tanana Power Company Inc,P249,Tanana,184-0000,Tanana_grid,TANANA POWER COMPANY INC.,TANANA,9079.25,NA,NA,2209,181,24330,36353,8371,11274,0,2.4963,6484,28680.37,16186.01,0,NA,102,37,7,6,0,0,NA,87187,0,NA,NA,NA,NA,6,2017,2017,22127,0,8371,30498,0.2977,0.2977,0.6009,0.30319999999999997,238.52941176470588,216.9313725490196
A3326101217225003,332610,12,17,0,SR-172,Tatitlek,AK-OP-087,Tatitlek Village Ira Council,P250,Tatitlek,185-0000,Tatitlek_grid,TATITLEK VILLAGE IRA COUNCIL,TATITLEK,7776.79,NA,NA,2823,67,10646,4856,3638,4737,955,4.1398,2888,3245.45,11955.74,0,NA,40,13,5,5,2,0,NA,33221,0,NA,NA,NA,NA,6,2017,2017,10269,0,3638,13907,0.5592,0.5592,0.92,0.3608,266.15,256.725
A3326301217225003,332630,12,17,0,SR-174,Tenakee Springs,AK-OP-092,"Tenakee Springs, City of",P256,Tenakee Springs,189-0000,Tenakee Springs_grid,CITY OF TENAKEE SPRINGS,TENAKEE SPRINGS,6325.02,NA,NA,929,84,21333,5291,1683,162,0,3.25,2635,3689.66,8563.75,0,NA,131,20,13,1,0,0,NA,33192,0,NA,NA,NA,NA,6,2017,2017,16860,0,1683,18543,0.3411,0.3411,0.7689,0.4278,162.84732824427482,128.70229007633588
A3326501217225003,332650,12,17,0,SR-20,Angoon,AK-OP-041,Inside Passage Electric,P163,Angoon,125-0000,Angoon_grid,INSIDE PASSAGE ELECTRIC,ANGOON,19726.97,NA,NA,6522,276,65960,36750,16556,4225,0,2.3035,10699,40135.73,24645.15,0,NA,199,26,8,7,0,0,NA,138699,0,NA,NA,NA,NA,6,2017,2017,51562,0,16556,68118,0.2896,0.2896,0.5322,0.2426,331.4572864321608,259.10552763819095
A3326601217225003,332660,12,17,0,SR-41,Chilkat Valley,AK-OP-041,Inside Passage Electric,P166,Chilkat Valley,032-1998,Haines_grid,INSIDE PASSAGE ELECTRIC,CHILKAT VALLEY,13272.66,ALASKA POWER & TELEPHONE,NA,4664,238,54510,28895,90,2396,0,2.3035,0,42309.75,0,1620,NA,214,24,1,14,0,0,NA,NA,138240,NA,NA,NA,NA,6,2017,2017,45741,0,90,45831,0.2896,0.2896,0.5322,0.2426,254.7196261682243,213.7429906542056
A3326701217225003,332670,12,17,0,SR-75,Hoonah,AK-OP-041,Inside Passage Electric,P164,Hoonah,128-0000,Hoonah_grid,INSIDE PASSAGE ELECTRIC,HOONAH,46740.86,NA,NA,6732,590,131249,153271,47852,12261,0,2.3035,13111,81609.31,30201.19,0,NA,387,59,28,14,0,0,NA,194268,181399,NA,NA,NA,NA,6,2017,2017,113546,0,47852,161398,0.2896,0.2896,0.5322,0.2426,339.1447028423773,293.40051679586566
A3326801217225003,332680,12,17,0,SR-82,Kake,AK-OP-041,Inside Passage Electric,P165,Kake,129-0000,Kake_grid,INSIDE PASSAGE ELECTRIC,KAKE,23565.33,NA,NA,4800,264,72213,61460,17045,4215,0,2.3035,13897,52678.14,32011.74,0,NA,245,47,14,9,0,0,NA,174171,0,NA,NA,NA,NA,6,2017,2017,64327,0,17045,81372,0.2896,0.2896,0.5322,0.2426,294.7469387755102,262.55918367346936
A3327001217225003,332700,12,17,0,SR-93,Klukwan,AK-OP-041,Inside Passage Electric,P167,Klukwan,032-1998,Haines_grid,INSIDE PASSAGE ELECTRIC,KLUKWAN,6216.55,NA,NA,NA,NA,17002,6246,11523,0,0,2.3035,0,10870.09,0,0,NA,49,7,9,0,0,0,NA,NA,0,NA,NA,NA,NA,6,2017,2017,14956,0,6510,21466,0.2896,0.2896,0.5321,0.2425,346.9795918367347,305.2244897959184
A3327101217225003,332710,12,17,0,SR-180,Tuluksak,AK-OP-093,Tuluksak Traditional,P258,Tuluksak,190-0000,Tuluksak_grid,TULUKSAK TRADITIONAL,TULUKSAK,7827.47,NA,NA,3152,86,13094,6431,2685,290,1153,5.4343,2597,9713.99,14112.88,0,NA,101,8,6,4,3,0,NA,29220,0,NA,NA,NA,NA,6,2017,2017,12920,0,2685,15605,0.5016,0.5016,0.75,0.24839999999999995,129.64356435643563,127.92079207920793
A3327201217225003,332720,12,17,0,SR-181,Tuntutuliak,AK-OP-094,Tuntutuliak Community,P259,Tuntutuliak,191-0000,Tuntutuliak_grid,TUNTUTULIAK COMMUNITY SERVICES ASSOCIATION,TUNTUTULIAK,8243.47,CALISTA COPORATION,NA,2333,141,36137,17747,2563,1869,912,2.4142,6010,32684.67,14509.34,1255,NA,110,19,7,5,7,0,NA,65610,0,NA,663,NA,NA,6,2017,2017,33663,0,1356,35019,0.2354,0.2354,0.65,0.4146,328.5181818181818,306.0272727272727
A3327301217225003,332730,12,17,0,SR-183,Twin Hills,AK-OP-006,Alaska Village Electric Cooperative,P260,Twin Hills,086-2020,Togiak_grid,TWIN HILLS VILLAGE COUNCIL,TWIN HILLS,2645.53,NA,NA,1948,NA,8028,7155,2734,408,1298,2.5948,2473,1249.42,6416.94,0,NA,30,5,5,2,3,0,NA,NA,0,NA,NA,NA,NA,6,2017,2017,7588,0,2734,10322,0.2563,0.2563,0.512,0.25570000000000004,267.6,252.93333333333334
A3327401217225003,332740,12,17,0,SR-125,Nikolski,AK-OP-096,Umnak Power Company,P261,Nikolski,193-0000,Nikolski_grid,UMNAK POWER COMPANY,NIKOLSKI,2724.59,NA,NA,1594,56,3922,5581,3408,1768,0,6.3939,1427,3041.99,9124.1,0,NA,14,7,5,1,0,0,NA,17215,0,NA,NA,NA,NA,6,2017,2017,3691,0,980,4671,0.5833,0.5833,0.75,0.16669999999999996,280.14285714285717,263.64285714285717
A3328501217225003,332850,12,17,0,SR-184,Unalakleet,AK-OP-098,Unalakleet Valley Electric Cooperative,P262,Unalakleet,194-0000,Unalakleet_grid,UNALAKLEET VALLEY ELECTRIC,UNALAKLEET,17529.47,NA,NA,7848,824,100821,127048,41069,28408,36,2.6598,19510,122029,51892.7,0,NA,261,41,22,48,2,0,NA,297242,0,NA,15501,NA,NA,6,2017,2017,80707,0,20678,101385,0.1729,0.1729,0.4501,0.2772,386.28735632183907,309.22222222222223
A3328601217225003,332860,12,17,0,SR-185,Unalaska,AK-OP-097,"Unalaska, City of",P291,Unalaska,195-0000,Unalaska_grid,CITY OF UNALASKA,UNALASKA,45473.09,NA,NA,71509,9077,264989,3808543,211707,27219,0,2.076,286814,405903.88,595425.86,0,NA,757,182,58,12,0,0,NA,4601496,0,NA,NA,NA,NA,6,2017,2017,142381,0,205805,348186,0.1306,0.1306,0.3858,0.2552,350.05151915455747,188.08586525759577
A3328701217225003,332870,12,17,0,SR-122,Newtok,AK-OP-099,Ungusraq Power Company,P265,Newtok,196-0000,Newtok_grid,UNGUSRAQ POWER COMPANY,NEWTOK; MERTAVIK,9259.65,NA,NA,270,83,20260,8482,1540,307,240,2.9655,3270,18228.53,9697.19,0,NA,71,17,3,2,5,0,NA,29792,0,NA,NA,NA,NA,6,2017,2017,19688,0,1540,21228,0.4362,0.4362,0.8,0.36380000000000007,285.3521126760563,277.2957746478873
A3328801217225003,332880,12,17,0,SR-186,Venetie,AK-OP-100,Venetie Village Electric,P270,Venetie,197-0000,Venetie_grid,VENETIE VILLAGE ELECTRIC,VENETIE,7951.73,NA,NA,2370,92,15040,11939,7133,499,39,3.7588,4847,9547.88,18218.9,0,NA,104,9,9,1,3,0,NA,47000,0,NA,NA,NA,NA,6,2017,2017,14992,0,7133,22125,0.3594,0.3594,0.9,0.5406,144.6153846153846,144.15384615384616
A3328901217225003,332890,12,17,0,SR-190,White Mountain,AK-OP-101,"White Mountain, City of",P272,White Mountain,198-0000,WhiteMountain_grid,CITY OF WHITE MOUNTAIN,WHITE MOUNTAIN,6749.92,NA,NA,3283,100,17378,22653,7322,561,0,2.5598,4369,9597.83,11183.77,0,NA,70,24,8,4,0,0,NA,48948,0,NA,NA,NA,NA,6,2017,2017,16682,0,7322,24004,0.2812,0.2812,0.55,0.26880000000000004,248.25714285714287,238.31428571428572
A3329001217225003,332900,12,17,0,SR-191,Yakutat,AK-OP-006,Alaska Village Electric Cooperative,P78,Yakutat,091-0000,Yakutat_grid,ALASKA VILLAGE ELECTRIC COOP,YAKUTAT,26296.37,NA,NA,12372,NA,94233,189786,81783,57834,0,NA,31507,83608.17,78799.01,0,NA,260,122,26,40,0,0,NA,476072,0,NA,NA,NA,NA,6,2017,2017,82502,0,25672,108174,0.25,0.25,0.5017,0.25170000000000003,362.43461538461537,317.31538461538463
A3310050119225003,331005,01,19,0,SR-11,Adak,AK-OP-088,TDX Adak Generating LLC,P251,Adak,186-0000,Adak_grid,TDX ADAK GENERATING LLC,ADAK,15425.93,NA,NA,21759,281,19527,41325,14702,17730,0,4.13,13840,83533.9,57159.2,0,NA,105,90,7,17,0,0,NA,169935,0,NA,NA,NA,NA,7,2019,2018,12567,0,8846,21413,0.7204,0.7204,1.4341,0.7136999999999999,185.97142857142856,119.68571428571428
A3310100119225003,331010,01,19,0,SR-12,Akhiok,AK-OP-001,"Akhiok, City of",P2,Akhiok,001-0000,Akhiok_grid,AKHIOK/KAGUYAK ELECTRIC,AKHIOK,2262.65,NA,NA,969,NA,6792,6852,1238,441,0,3.3792,1874,2513.21,6332.62,0,NA,27,7,8,1,0,0,NA,17763,0,NA,NA,NA,NA,7,2019,2018,5692,0,1238,6930,0.3265,0.3265,0.8,0.4735,251.55555555555554,210.8148148148148
A3310200119225003,331020,01,19,0,SR-13,Akiachak,AK-OP-003,Akiachak Native Community,P3,Akiachak,002-0000,Akiachak_grid,AKIACHAK NATIVE COMMUNITY,AKIACHAK,14803.65,NA,NA,3781,339,54729,12255,15685,25251,1382,3.0315,9859,19796.05,29887.56,0,NA,191,22,12,10,3,0,NA,120270,0,NA,NA,NA,NA,7,2019,2018,43935,0,15685,59620,0.2483,0.2483,0.6,0.3517,286.5392670157068,230.0261780104712
A3310300119225003,331030,01,19,0,SR-14,Akiak,AK-OP-002,Akiak City Council,P4,Akiak,003-0000,Akiak_grid,AKIAK CITY COUNCIL,AKIAK,8231.84,NA,NA,2961,175,27295,30162,9490,887,366,3.9006,6326,4049.5,24675.2,0,NA,92,28,8,3,3,0,NA,79001,0,NA,NA,NA,NA,7,2019,2018,26527,0,1760,28287,0.2977,0.2977,0.53,0.2323,296.6847826086956,288.3369565217391
A3310400119225003,331040,01,19,0,SR-15,Akutan,AK-OP-004,"Akutan, City of",P5,Akutan,004-0000,Akutan_grid,CITY OF AKUTAN,AKUTAN,17324.2,NA,NA,5007,65,15211,16351,9246,289,0,2.4261,2947,36287.02,7149.72,0,NA,40,23,11,1,0,0,NA,35586,17300,NA,NA,NA,NA,7,2019,2018,13555,0,9246,22801,0.7598,0.7598,0.95,0.19019999999999992,380.275,338.875
