identifier,project_code,stage_code,line_no,sales_reporter_id,sales_reporting_name,ak_operator_id,operator_name,plant_id,plant_name,intertie_id,intertie_name,utility,community,amount,purchased_from,purchased_from_2,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,non_fuel_expenses,fuel_cost,total_kwh_purchased,total_kwh_purchased_2,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,hydro_kwh_generated,natural_gas_kwh_generated,wind_kwh_generated,solar_kwh_generated,other_kwh_generated,calendar_month,fiscal_year,calendar_year,pce_eligible_residential_kwh,pce_eligible_com_facil_kwh,pce_eligible_community_kwh,pce_eligible_total_kwh,actual_rate,pro_rata_rate,residential_rate,effective_residential_rate,residential_kwh_per_customer_per_month,pce_residential_kwh_per_customer_per_month,fuel_used_gallons,diesel_kwh_generated,diesel_efficiency,imputed_residential_rate,imputed_pro_rata_rate,imputed_effective_residential_rate,imputed_most_recent_fuel_purch_price,imputed_fuel_used_gallons,imputed_fuel_cost,imputed_non_fuel_expenses,imputed_diesel_efficiency,imputed_diesel_kwh_generated,imputed_hydro_kwh_generated,imputed_natural_gas_kwh_generated,imputed_solar_kwh_generated,imputed_other_kwh_generated,imputed_powerhouse_consumption_kwh,imputed_peak_consumption_kw,imputed_residential_sold_to,imputed_commercial_sold_to,imputed_com_facil_sold_to,imputed_govt_facil_sold_to,imputed_unbilled_sold_to,imputed_residential_customers,imputed_commercial_customers,imputed_com_facil_customers,imputed_govt_facil_customers,imputed_unbilled_customers,imputed_other_customers,imputed_total_kwh_purchased,cleaned_during_energy_statistics
A3312500926225003,331250,09,0,SR-18,Ambler,AK-OP-006,Alaska Village Electric Cooperative,P46,Ambler,035-0000,Ambler_grid,ALASKA VILLAGE ELECTRIC COOP,AMBLER,44949.35,NA,NA,6144.16266282915,NA,60443,3305.1393155377136,20000,45656,0,6.9189,0,0,0,NA,79,15,11,9,0,0,NA,0,NA,NA,NA,NA,3,2026,2026,NA,0,18410,62045,0.7383,0.7383,1.0162,0.27790000000000004,765.1012658227849,552.3417721518987,191.45873315082943,-118995.03609398693,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600116225003,331260,01,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,6311.77,NA,NA,1250,NA,10803,6192,17.960317952685184,4403,0,3.73,0,9421.98,0,NA,41,10,8,12,0,0,NA,0,NA,NA,NA,NA,7,2016,2015,10288,0,4177,14465,0.4365,0.4365,0.6604,0.2239,263.4878048780488,250.9268292682927,2526,28332,0.08915713680643796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600216225003,331260,02,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,6424.47,NA,NA,1058,NA,11029,6699,50.23348739396931,5020,0,3.73,0,6395.15,0,NA,40,10,8,12,0,0,NA,0,NA,NA,NA,NA,8,2016,2015,10542,0,4183,14725,0.4365,0.4365,0.6604,0.2239,275.725,263.55,2550,28697,0.08885946266160226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600316225003,331260,03,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,7051.43,NA,NA,901,NA,13471,8169,124.88462453892691,6705,0,3.73,0,7661.63,0,NA,41,9,9,12,0,0,NA,0,NA,NA,NA,NA,9,2016,2015,11649,0,4647,16296,0.4336,0.4336,0.6573,0.2237,328.5609756097561,284.1219512195122,3055,35610,0.08579050828418984,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600416225003,331260,04,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,6909.48,NA,NA,905,NA,11893,9744,304.89091140481355,7505,0,3.73,0,7666.65,0,NA,41,9,9,12,0,0,NA,0,NA,NA,NA,NA,10,2016,2015,11094,0,4824,15918,0.4336,0.4336,0.6573,0.2237,290.0731707317073,270.5853658536585,3057,34625,0.08828880866425992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600516225003,331260,05,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,7292.36,NA,NA,1895,NA,12376,9271,742.1092268786908,8591,0,3.73,0,8647.24,0,NA,39,8,9,12,0,0,NA,0,NA,NA,NA,NA,11,2016,2015,11376,0,5530,16906,0.4336,0.4336,0.6573,0.2237,317.3333333333333,291.6923076923077,3448,42176,0.081752655538695,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600616225003,331260,06,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,7762.52,NA,NA,1334,NA,14941,1768.0872928601732,1805.3856259296767,10372,0,3.73,0,2994.43,0,NA,40,8,9,11,0,0,NA,0,NA,NA,NA,NA,12,2016,2015,12447,0,5530,17977,0.4336,0.4336,0.6573,0.2237,373.525,311.175,3152.8134136020544,42973,0.0877116656588307,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600716225003,331260,07,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,5876.62,NA,NA,1324,NA,14101,-1458.670708684649,4391.7211976056005,9971,0,2.5079,0,9382.05,0,NA,42,7,10,11,0,0,NA,0,NA,NA,NA,NA,1,2016,2016,12736,0,5560,18296,0.3252,0.3252,0.5432,0.21800000000000003,335.73809523809524,303.23809523809524,3741,43770,0.08546949965729952,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600816225003,331260,08,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4660.73,NA,NA,1177,NA,11645,0,10683,8663,0,2.5079,0,7483.57,0,NA,40,8,8,11,0,0,NA,0,NA,NA,NA,NA,2,2016,2016,10765,0,3610,14375,0.3252,0.3252,0.5432,0.21800000000000003,291.125,269.125,2984,34302,0.08699201212757274,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600916225003,331260,09,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4163.76,NA,NA,1130,NA,11377,0,10124,9181,0,2.5079,0,7320.56,0,NA,40,6,10,11,0,0,NA,0,NA,NA,NA,NA,3,2016,2016,10439,0,3761,14200,0.2843,0.2843,0.5002,0.2159,284.425,260.975,2919,33888,0.08613668555240793,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312601016225003,331260,10,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4286.52,NA,NA,1296,NA,11767,0,13944,8504,0,2.5079,0,7734.36,0,NA,40,6,10,11,0,0,NA,0,NA,NA,NA,NA,4,2016,2016,11149,0,4079,15228,0.2843,0.2843,0.5002,0.2159,294.175,278.725,3084,36997,0.08335811011703652,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312601116225003,331260,11,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4083.06,NA,NA,1587,NA,12030,0,11419,5830,0,2.5079,0,7089.83,0,NA,41,6,10,11,0,0,NA,0,NA,NA,NA,NA,5,2016,2016,10878,0,3545,14423,0.2843,0.2843,0.5002,0.2159,293.4146341463415,265.3170731707317,2827,32408,0.08723154776598371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312601216225003,331260,12,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,3719.51,NA,NA,1637,NA,11660,0,10548,4102,0,2.5079,110028.8,6249.69,0,NA,42,6,10,11,0,0,NA,0,NA,NA,NA,NA,6,2016,2016,10224,0,2906,13130,0.2835,0.2835,0.5002,0.2167,277.6190476190476,243.42857142857144,2492,29200,0.08534246575342466,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3312600117225003,331260,01,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4170.96,NA,NA,1954,NA,12754,0,11297,4517,0,2.51,0,6987.01,0,NA,40,6,10,11,0,0,NA,0,NA,NA,NA,NA,7,2017,2016,11152,0,3713,14865,0.2835,0.2835,0.5002,0.2167,318.85,278.8,2786,31948,0.08720420683610867,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600217225003,331260,02,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4395.63,NA,NA,2027,NA,13056,0,10564,4654,0,2.51,0,6398.25,0,NA,40.74997188561699,6,10,11,0,0,NA,0,NA,NA,NA,NA,8,2017,2016,11432,0,3140,14572,0.302,0.302,0.5197,0.2177000000000001,107.01639344262296,93.70491803278688,2781,31824,0.0873868778280543,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600317225003,331260,03,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4528.78,NA,NA,1446,NA,14074,0,9952,5775,0,2.51,0,6494.88,0,NA,41,6,10,11,0,0,NA,0,NA,NA,NA,NA,9,2017,2016,11902,0,3130,15032,0.302,0.302,0.5197,0.2177000000000001,343.2682926829268,290.2926829268293,2823,32905,0.08579243276097857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600417225003,331260,04,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4550.36,NA,NA,1127,NA,13795,0,9918,8350,0,2.51,0,6773.26,0,NA,40.851317168280076,6,10,11,0,0,NA,0,NA,NA,NA,NA,10,2017,2016,11635,0,3503,15138,0.302,0.302,0.5197,0.2177000000000001,85.6832298136646,72.26708074534162,2944,35045,0.08400627764303038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600517225003,331260,05,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,5193.3,NA,NA,1079,NA,15248,0,10586,11813,0,2.51,0,7709.65,0,NA,40.83360121802628,6,10,11,0,0,NA,0,NA,NA,NA,NA,11,2017,2016,13265,0,4041,17306,0.302,0.302,0.5197,0.2177000000000001,94.7080745341615,82.3913043478261,3351,38367,0.0873406833997967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600617225003,331260,06,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,5764.93,NA,NA,1341,NA,17998,0,11331,10363,0,2.51,0,-9773.37,0,NA,41,6,10,11,0,0,NA,0,NA,NA,NA,NA,12,2017,2016,14433,0,4936,19369,0.302,0.302,0.5197,0.2177000000000001,438.9756097560976,352.0243902439024,3024.753667215658,40143,0.08726014928401934,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600717225003,331260,07,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,5145.9,NA,NA,1443,NA,16431,0,11647,9860,0,2.3,0,8158.28,0,NA,40.60588639703991,6,10,11,0,0,NA,0,NA,NA,NA,NA,1,2017,2017,13553,0,4549,18102,0.2879,0.2879,0.5049,0.21700000000000003,102.055900621118,84.18012422360249,3546,41919,0.08459171258856366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600817225003,331260,08,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4493.93,NA,NA,1092,NA,13977,0,10230,8792,0,2.3,0,7120.67,0,NA,40.39588752630734,6,10,11,0,0,NA,0,NA,NA,NA,NA,2,2017,2017,12051,0,3617,15668,0.2879,0.2879,0.5049,0.21700000000000003,86.8136645962733,74.85093167701864,3095,35806,0.08643802714628833,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600917225003,331260,09,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4342.35,NA,NA,989,NA,12202,0,10635,8634,0,2.3,0,7194.29,0,NA,40,7,10,11,0,0,NA,0,NA,NA,NA,NA,3,2017,2017,11620,0,3506,15126,0.2879,0.2879,0.5049,0.21700000000000003,305.05,290.5,3127,34127,0.0916283294751956,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312601017225003,331260,10,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4434.16,NA,NA,1197,NA,12772,0,11244,6839,0,2.3,0,6722.65,0,NA,40,7,10,11,0,0,NA,0,NA,NA,NA,NA,4,2017,2017,11865,0,3636,15501,0.2879,0.2879,0.5049,0.21700000000000003,319.3,296.625,2922,32817,0.08903921747874577,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312601117225003,331260,11,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,3869.81,NA,NA,1329,NA,11048,0,9792,5054,0,2.3,0,5685.03,0,NA,40,7,10,11,0,0,NA,0,NA,NA,NA,NA,5,2017,2017,10357,0,3132,13489,0.2879,0.2879,0.5049,0.21700000000000003,276.2,258.925,2471,28699,0.08610056099515663,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312601217225003,331260,12,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,3734.5,NA,NA,1472,NA,10883,0,10355,3206,0,2.3,74926.37,5650.52,0,NA,41,7,10,11,0,0,NA,0,NA,NA,NA,NA,6,2017,2017,10026,0,2976,13002,0.2879,0.2879,0.5049,0.21700000000000003,265.4390243902439,244.53658536585365,2456,27782,0.0884025628104528,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3312600118225003,331260,01,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,3981.29,NA,NA,2026,NA,12619,0,10723,3115,0,2.312176923076923,0,6204.99,0,NA,42,7,10,11,0,0,NA,0,NA,NA,NA,NA,7,2018,2017,11032,0,3292,14324,0.2793,0.2793,0.5049,0.2256,300.45238095238096,262.6666666666667,2697,30274,0.08908634471824008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600218225003,331260,02,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4246.32,NA,NA,1671,NA,12652,0,10153,4192,0,2.324353846153846,0,6502.2,0,NA,40,7,10,11,0,0,NA,0,NA,NA,NA,NA,8,2018,2017,11328,0,3361,14689,0.2905,0.2905,0.5167,0.22620000000000007,316.3,283.2,2645,30169,0.08767277669130565,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600318225003,331260,03,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4112.46,NA,NA,1451,NA,12824,0,9913,4769,0,2.336530769230769,0,6539.08,0,NA,42,7,10,11,0,0,NA,0,NA,NA,NA,NA,9,2018,2017,10838,0,3388,14226,0.2905,0.2905,0.5167,0.22620000000000007,305.3333333333333,258.04761904761904,2660,30638,0.08682028853058293,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600418225003,331260,04,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4519.88,NA,NA,1291,NA,13894,0,10938,7594,0,2.348707692307692,0,7495.36,0,NA,40,7,10,11,0,0,NA,0,NA,NA,NA,NA,10,2018,2017,11836,0,3822,15658,0.2905,0.2905,0.5167,0.22620000000000007,347.35,295.9,3049,36709,0.08305865046718788,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600518225003,331260,05,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,5031.94,NA,NA,1109,NA,13281,0,10575,9952,0,2.3608846153846152,0,7485.52,0,NA,38,7,10,11,0,0,NA,0,NA,NA,NA,NA,11,2018,2017,12246,0,3953,16199,0.3126,0.3126,0.54,0.22740000000000005,349.5,322.2631578947368,3045,35881,0.08486385552242133,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600618225003,331260,06,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,5215.91,NA,NA,1433,NA,14103,0,11014,8569,0,2.3730615384615383,0,2143.73,0,NA,38,6,11,11,0,0,NA,0,NA,NA,NA,NA,12,2018,2017,11987,0,4813,16800,0.3126,0.3126,0.54,0.22740000000000005,371.1315789473685,315.44736842105266,2769.949856768754,36796.5,0.08716281694579686,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600718225003,331260,07,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,5045.19,NA,NA,1220,NA,13117,0,10704,10650,0,2.3852384615384614,0,8041.43,0,NA,37,6,11,11,0,0,NA,0,NA,NA,NA,NA,1,2018,2018,11700,0,4432,16132,0.3147,0.3147,0.5422,0.22750000000000004,354.5135135135135,316.2162162162162,3271,37712,0.08673631735256682,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3312600818225003,331260,08,0,SR-22,Anvik,AK-OP-006,Alaska Village Electric Cooperative,P79,Anvik,036-0000,Anvik_grid,ALASKA VILLAGE ELECTRIC COOP,ANVIK,4541.4,NA,NA,1189,NA,11232,0,10144,9787,0,2.3974153846153845,0,7345.4,0,NA,38,6,11,11,0,0,NA,0,NA,NA,NA,NA,2,2018,2018,10523,0,3959,14482,0.3147,0.3147,0.5422,0.22750000000000004,295.57894736842104,276.92105263157896,2988,34109,0.08760151279720894,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
