id,identifier,project_code,sales_reporting_name,date,calendar_year,calendar_month,column,raw_value,carry_forward,annual_average,avg_preceding_proceeding,avg_same_month_other_years,manual_override,decision,comment
A3317500917225003_unbilled_sold_to,A3317500917225003,331750,Atka,2017-03-01,2017,3,unbilled_sold_to,330,0,88,51,72,NA,raw_value,NA
A3317600626225003_com_facil_sold_to,A3317600626225003,331760,Aniak,2025-12-01,2025,12,com_facil_sold_to,13347,8779,8289,12792,6183,NA,raw_value,NA
A3317600717225003_unbilled_sold_to,A3317600717225003,331760,Aniak,2017-01-01,2017,1,unbilled_sold_to,12655,7678,4881,7212,6911,NA,raw_value,NA
A3317600719225003_unbilled_sold_to,A3317600719225003,331760,Aniak,2019-01-01,2019,1,unbilled_sold_to,12145,8685,3966,6856,6962,NA,raw_value,NA
A3317600720225003_unbilled_sold_to,A3317600720225003,331760,Aniak,2020-01-01,2020,1,unbilled_sold_to,12098,5269,4023,5753,6967,NA,raw_value,NA
A3317600726225003_com_facil_sold_to,A3317600726225003,331760,Aniak,2026-01-01,2026,1,com_facil_sold_to,16806,13347,12538,13076,7382,NA,raw_value,NA
A3317600822225003_peak_consumption_kw,A3317600822225003,331760,Aniak,2022-02-01,2022,2,peak_consumption_kw,52,560,401,540,474,NA,avg_preceding_proceeding,NA
A3317600925225003_peak_consumption_kw,A3317600925225003,331760,Aniak,2025-03-01,2025,3,peak_consumption_kw,2901,435,598,442,465,NA,avg_preceding_proceeding,NA
A3317600926225003_com_facil_sold_to,A3317600926225003,331760,Aniak,2026-03-01,2026,3,com_facil_sold_to,15336,12806,12538,11656,6983,NA,raw_value,NA
A3317700124225003_residential_sold_to,A3317700124225003,331770,Arctic Village,2023-07-01,2023,7,residential_sold_to,69278,NA,33110,29200,16087,NA,raw_value,Likely two months' data
A3317700125225003_commercial_sold_to,A3317700125225003,331770,Arctic Village,2024-07-01,2024,7,commercial_sold_to,64508,51890,36488,30862,11741,NA,raw_value,NA
A3317700225225003_unbilled_sold_to,A3317700225225003,331770,Arctic Village,2024-08-01,2024,8,unbilled_sold_to,33847,1253,7326,1253,2063,NA,raw_value,NA
A3317700323225003_unbilled_sold_to,A3317700323225003,331770,Arctic Village,2022-09-01,2022,9,unbilled_sold_to,11386,0,3507,0,2221,NA,raw_value,NA
A3317700422225003_diesel_kwh_generated,A3317700422225003,331770,Arctic Village,2021-10-01,2021,10,diesel_kwh_generated,126000,NA,58321,NA,62392,NA,raw_value,NA
A3317700422225003_fuel_used_gallons,A3317700422225003,331770,Arctic Village,2021-10-01,2021,10,fuel_used_gallons,13695,NA,4887,0,3814,NA,raw_value,NA
A3317700422225003_residential_sold_to,A3317700422225003,331770,Arctic Village,2021-10-01,2021,10,residential_sold_to,54203,NA,22462,19252,21505,NA,raw_value,NA
A3317700523225003_com_facil_sold_to,A3317700523225003,331770,Arctic Village,2022-11-01,2022,11,com_facil_sold_to,49602,0,11334,0,7664,NA,raw_value,Likely two months' data
A3317700523225003_residential_sold_to,A3317700523225003,331770,Arctic Village,2022-11-01,2022,11,residential_sold_to,48466,1,23372,1,19127,NA,raw_value,Likely two months' data
A3317700525225003_unbilled_sold_to,A3317700525225003,331770,Arctic Village,2024-11-01,2024,11,unbilled_sold_to,22906,7869,7326,8343,4068,NA,raw_value,NA
A3317700626225003_unbilled_sold_to,A3317700626225003,331770,Arctic Village,2025-12-01,2025,12,unbilled_sold_to,18003,5099,8634,5486,3558,NA,raw_value,NA
A3317700723225003_com_facil_sold_to,A3317700723225003,331770,Arctic Village,2023-01-01,2023,1,com_facil_sold_to,47210,0,21926,0,9108,NA,raw_value,Likely two months' data
A3317700822225003_fuel_used_gallons,A3317700822225003,331770,Arctic Village,2022-02-01,2022,2,fuel_used_gallons,20356,0,7331,0,4391,NA,raw_value,Likely two months' data
A3317700824225003_commercial_sold_to,A3317700824225003,331770,Arctic Village,2024-02-01,2024,2,commercial_sold_to,51862,24189,36488,38026,12107,NA,raw_value,NA
A3317700825225003_unbilled_sold_to,A3317700825225003,331770,Arctic Village,2025-02-01,2025,2,unbilled_sold_to,17710,4623,8634,7874,2715,NA,raw_value,NA
A3317700826225003_unbilled_sold_to,A3317700826225003,331770,Arctic Village,2026-02-01,2026,2,unbilled_sold_to,12072,5873,7882,5873,3341,NA,raw_value,NA
A3317700923225003_com_facil_sold_to,A3317700923225003,331770,Arctic Village,2023-03-01,2023,3,com_facil_sold_to,48824,0,21926,2426,8468,NA,raw_value,Likely two months' data
A3317700923225003_residential_sold_to,A3317700923225003,331770,Arctic Village,2023-03-01,2023,3,residential_sold_to,47927,1,33110,10860,17969,NA,raw_value,Likely two months' data
A3317700924225003_commercial_sold_to,A3317700924225003,331770,Arctic Village,2024-03-01,2024,3,commercial_sold_to,51862,51862,36488,51862,16061,NA,raw_value,NA
A3317700925225003_unbilled_sold_to,A3317700925225003,331770,Arctic Village,2025-03-01,2025,3,unbilled_sold_to,11124,17710,8634,12548,3904,NA,raw_value,NA
A3317701018225003_govt_facil_sold_to,A3317701018225003,331770,Arctic Village,2018-04-01,2018,4,govt_facil_sold_to,2432,NA,840,NA,616,NA,annual_average,NA
A3317701024225003_commercial_sold_to,A3317701024225003,331770,Arctic Village,2024-04-01,2024,4,commercial_sold_to,51862,51862,36488,51862,18081,NA,raw_value,NA
A3317701124225003_commercial_sold_to,A3317701124225003,331770,Arctic Village,2024-05-01,2024,5,commercial_sold_to,51862,51862,36488,51876,9391,NA,raw_value,NA
A3317701224225003_commercial_sold_to,A3317701224225003,331770,Arctic Village,2024-06-01,2024,6,commercial_sold_to,51890,51862,36488,58185,11803,NA,raw_value,NA
A3317800118225003_govt_facil_sold_to,A3317800118225003,331780,Atmautluak,2017-07-01,2017,7,govt_facil_sold_to,13628,1172,2618,906,726,NA,avg_preceding_proceeding,NA
A3317800123225003_powerhouse_consumption_kwh,A3317800123225003,331780,Atmautluak,2022-07-01,2022,7,powerhouse_consumption_kwh,6186,6029,6549,7024,3368,NA,raw_value,NA
A3317800123225003_unbilled_sold_to,A3317800123225003,331780,Atmautluak,2022-07-01,2022,7,unbilled_sold_to,741,523,704,504,81,NA,raw_value,NA
A3317800217225003_govt_facil_sold_to,A3317800217225003,331780,Atmautluak,2016-08-01,2016,8,govt_facil_sold_to,18048,438,2674,604,656,NA,avg_preceding_proceeding,NA
A3317800223225003_powerhouse_consumption_kwh,A3317800223225003,331780,Atmautluak,2022-08-01,2022,8,powerhouse_consumption_kwh,8019,6186,6549,7016,3641,NA,raw_value,NA
A3317800224225003_powerhouse_consumption_kwh,A3317800224225003,331780,Atmautluak,2023-08-01,2023,8,powerhouse_consumption_kwh,6878,4806,7228,6944,3783,NA,raw_value,NA
A3317800323225003_powerhouse_consumption_kwh,A3317800323225003,331780,Atmautluak,2022-09-01,2022,9,powerhouse_consumption_kwh,7845,8019,6549,7276,3754,NA,raw_value,NA
A3317800324225003_powerhouse_consumption_kwh,A3317800324225003,331780,Atmautluak,2023-09-01,2023,9,powerhouse_consumption_kwh,9083,6878,7228,8490,3600,NA,raw_value,NA
A3317800423225003_powerhouse_consumption_kwh,A3317800423225003,331780,Atmautluak,2022-10-01,2022,10,powerhouse_consumption_kwh,6533,7845,6549,8363,4016,NA,raw_value,NA
A3317800423225003_unbilled_sold_to,A3317800423225003,331780,Atmautluak,2022-10-01,2022,10,unbilled_sold_to,732,468,704,678,108,NA,raw_value,NA
A3317800424225003_powerhouse_consumption_kwh,A3317800424225003,331780,Atmautluak,2023-10-01,2023,10,powerhouse_consumption_kwh,10103,9083,7228,9267,3506,NA,raw_value,NA
A3317800523225003_powerhouse_consumption_kwh,A3317800523225003,331780,Atmautluak,2022-11-01,2022,11,powerhouse_consumption_kwh,8881,6533,6549,6985,3952,NA,raw_value,NA
A3317800523225003_unbilled_sold_to,A3317800523225003,331780,Atmautluak,2022-11-01,2022,11,unbilled_sold_to,887,732,704,721,167,NA,raw_value,NA
A3317800524225003_powerhouse_consumption_kwh,A3317800524225003,331780,Atmautluak,2023-11-01,2023,11,powerhouse_consumption_kwh,9451,10103,7228,6576,3889,NA,raw_value,NA
A3317800616225003_fuel_used_gallons,A3317800616225003,331780,Atmautluak,2015-12-01,2015,12,fuel_used_gallons,0,3925,1962,7858,6344,NA,raw_value,NA
A3317800623225003_powerhouse_consumption_kwh,A3317800623225003,331780,Atmautluak,2022-12-01,2022,12,powerhouse_consumption_kwh,7437,8881,6549,6896,3473,NA,raw_value,NA
A3317800623225003_unbilled_sold_to,A3317800623225003,331780,Atmautluak,2022-12-01,2022,12,unbilled_sold_to,710,887,704,612,170,NA,raw_value,NA
A3317800716225003_fuel_used_gallons,A3317800716225003,331780,Atmautluak,2016-01-01,2016,1,fuel_used_gallons,11792,0,5115,2965,6705,NA,raw_value,Assume two months of data
A3317800718225003_govt_facil_sold_to,A3317800718225003,331780,Atmautluak,2018-01-01,2018,1,govt_facil_sold_to,29960,1253,3415,1208,2576,NA,avg_preceding_proceeding,NA
A3317800722225003_unbilled_sold_to,A3317800722225003,331780,Atmautluak,2022-01-01,2022,1,unbilled_sold_to,850,288,704,546,230,NA,raw_value,NA
A3317800822225003_powerhouse_consumption_kwh,A3317800822225003,331780,Atmautluak,2022-02-01,2022,2,powerhouse_consumption_kwh,5230,3067,6549,3003,3653,NA,raw_value,NA
A3317800822225003_unbilled_sold_to,A3317800822225003,331780,Atmautluak,2022-02-01,2022,2,unbilled_sold_to,804,850,704,776,153,NA,raw_value,NA
A3317800823225003_powerhouse_consumption_kwh,A3317800823225003,331780,Atmautluak,2023-02-01,2023,2,powerhouse_consumption_kwh,7028,4912,7228,7012,3396,NA,raw_value,NA
A3317800920225003_unbilled_sold_to,A3317800920225003,331780,Atmautluak,2020-03-01,2020,3,unbilled_sold_to,586,216,233,364,262,NA,raw_value,NA
A3317800922225003_unbilled_sold_to,A3317800922225003,331780,Atmautluak,2022-03-01,2022,3,unbilled_sold_to,701,804,704,780,250,NA,raw_value,NA
A3317800923225003_powerhouse_consumption_kwh,A3317800923225003,331780,Atmautluak,2023-03-01,2023,3,powerhouse_consumption_kwh,9111,7028,7228,7040,3230,NA,raw_value,NA
A3317801022225003_powerhouse_consumption_kwh,A3317801022225003,331780,Atmautluak,2022-04-01,2022,4,powerhouse_consumption_kwh,6780,2939,6549,6292,3539,NA,raw_value,NA
A3317801022225003_unbilled_sold_to,A3317801022225003,331780,Atmautluak,2022-04-01,2022,4,unbilled_sold_to,757,701,704,745,171,NA,raw_value,NA
A3317801023225003_powerhouse_consumption_kwh,A3317801023225003,331780,Atmautluak,2023-04-01,2023,4,powerhouse_consumption_kwh,7051,9111,7228,8370,3509,NA,raw_value,NA
A3317801122225003_powerhouse_consumption_kwh,A3317801122225003,331780,Atmautluak,2022-05-01,2022,5,powerhouse_consumption_kwh,9645,6780,6549,6404,3646,NA,raw_value,NA
A3317801122225003_unbilled_sold_to,A3317801122225003,331780,Atmautluak,2022-05-01,2022,5,unbilled_sold_to,789,757,704,640,112,NA,raw_value,NA
A3317801123225003_powerhouse_consumption_kwh,A3317801123225003,331780,Atmautluak,2023-05-01,2023,5,powerhouse_consumption_kwh,7630,7051,7228,7340,3898,NA,raw_value,NA
A3317801222225003_powerhouse_consumption_kwh,A3317801222225003,331780,Atmautluak,2022-06-01,2022,6,powerhouse_consumption_kwh,6029,9645,6549,7916,3827,NA,raw_value,NA
A3317801223225003_powerhouse_consumption_kwh,A3317801223225003,331780,Atmautluak,2023-06-01,2023,6,powerhouse_consumption_kwh,7630,7630,7228,6218,3627,NA,raw_value,NA
A3323500617225003_peak_consumption_kw,A3323500617225003,332350,Anaktuvuk Pass,2016-12-01,2016,12,peak_consumption_kw,1134,628,654,658,654,NA,raw_value,NA
A3323500721225003_peak_consumption_kw,A3323500721225003,332350,Anaktuvuk Pass,2021-01-01,2021,1,peak_consumption_kw,1519,640,922,844,738,NA,raw_value,NA
A3323500722225003_peak_consumption_kw,A3323500722225003,332350,Anaktuvuk Pass,2022-01-01,2022,1,peak_consumption_kw,1183,853,608,750,771,NA,raw_value,NA
A3323500817225003_peak_consumption_kw,A3323500817225003,332350,Anaktuvuk Pass,2017-02-01,2017,2,peak_consumption_kw,1134,689,662,660,701,NA,raw_value,NA
A3323500821225003_peak_consumption_kw,A3323500821225003,332350,Anaktuvuk Pass,2021-02-01,2021,2,peak_consumption_kw,1047,1519,922,1709,710,NA,raw_value,NA
A3323500826225003_residential_sold_to,A3323500826225003,332350,Anaktuvuk Pass,2026-02-01,2026,2,residential_sold_to,136637,104484,97963,102188,70466,NA,raw_value,NA
A3323500916225003_peak_consumption_kw,A3323500916225003,332350,Anaktuvuk Pass,2016-03-01,2016,3,peak_consumption_kw,1070,590,654,570,798,NA,raw_value,NA
A3323500921225003_peak_consumption_kw,A3323500921225003,332350,Anaktuvuk Pass,2021-03-01,2021,3,peak_consumption_kw,1899,1047,922,837,716,NA,raw_value,NA
A3323501121225003_peak_consumption_kw,A3323501121225003,332350,Anaktuvuk Pass,2021-05-01,2021,5,peak_consumption_kw,1900,627,922,562,954,NA,raw_value,NA
A3323501123225003_peak_consumption_kw,A3323501123225003,332350,Anaktuvuk Pass,2023-05-01,2023,5,peak_consumption_kw,4415,598,920,552,703,NA,carry_forward,NA
A3323600420225003_govt_facil_sold_to,A3323600420225003,332360,Atqasuk,2019-10-01,2019,10,govt_facil_sold_to,5493,3988,3986,6143,1300,NA,raw_value,NA
A3323600520225003_govt_facil_sold_to,A3323600520225003,332360,Atqasuk,2019-11-01,2019,11,govt_facil_sold_to,8298,5493,3986,8322,1416,NA,raw_value,NA
A3323600620225003_govt_facil_sold_to,A3323600620225003,332360,Atqasuk,2019-12-01,2019,12,govt_facil_sold_to,11150,8298,3986,10225,2076,NA,raw_value,NA
A3323600720225003_govt_facil_sold_to,A3323600720225003,332360,Atqasuk,2020-01-01,2020,1,govt_facil_sold_to,12152,11150,4785,11246,2212,NA,raw_value,NA
A3323600726225003_com_facil_sold_to,A3323600726225003,332360,Atqasuk,2026-01-01,2026,1,com_facil_sold_to,20090,8998,7406,7015,8628,NA,avg_preceding_proceeding,NA
A3323600820225003_govt_facil_sold_to,A3323600820225003,332360,Atqasuk,2020-02-01,2020,2,govt_facil_sold_to,11341,12152,4785,11404,2195,NA,raw_value,NA
A3323600920225003_govt_facil_sold_to,A3323600920225003,332360,Atqasuk,2020-03-01,2020,3,govt_facil_sold_to,10655,11341,4785,9933,1947,NA,raw_value,NA
A3323601020225003_govt_facil_sold_to,A3323601020225003,332360,Atqasuk,2020-04-01,2020,4,govt_facil_sold_to,8525,10655,4785,9228,1955,NA,raw_value,NA
A3323601120225003_govt_facil_sold_to,A3323601120225003,332360,Atqasuk,2020-05-01,2020,5,govt_facil_sold_to,7801,8525,4785,4460,1552,NA,raw_value,NA
A3323601121225003_commercial_customers,A3323601121225003,332360,Atqasuk,2021-05-01,2021,5,commercial_customers,0,61,56,61,53,NA,carry_forward,NA
A3323601121225003_residential_customers,A3323601121225003,332360,Atqasuk,2021-05-01,2021,5,residential_customers,0,64,58,64,65,NA,carry_forward,NA
A3323601221225003_fuel_used_gallons,A3323601221225003,332360,Atqasuk,2021-06-01,2021,6,fuel_used_gallons,0,20909,20635,19558,17172,NA,avg_preceding_proceeding,NA
A3326500126225003_commercial_sold_to,A3326500126225003,332650,Angoon,2025-07-01,2025,7,commercial_sold_to,84044,58271,60070,75342,42287,NA,raw_value,NA
A3326500127225003_commercial_sold_to,A3326500127225003,332650,Angoon,2026-07-01,2026,7,commercial_sold_to,88260,56279,58858,56279,41904,NA,raw_value,NA
A3326500226225003_commercial_sold_to,A3326500226225003,332650,Angoon,2025-08-01,2025,8,commercial_sold_to,92412,84044,60070,84345,39024,NA,raw_value,NA
A3326500326225003_commercial_sold_to,A3326500326225003,332650,Angoon,2025-09-01,2025,9,commercial_sold_to,84646,92412,60070,69615,42167,NA,raw_value,NA
A3326500726225003_residential_sold_to,A3326500726225003,332650,Angoon,2026-01-01,2026,1,residential_sold_to,101165,81215,76580,79814,82192,NA,raw_value,NA
A3326500826225003_residential_customers,A3326500826225003,332650,Angoon,2026-02-01,2026,2,residential_customers,142,190,169,166,193,NA,carry_forward,NA
A3326500926225003_residential_customers,A3326500926225003,332650,Angoon,2026-03-01,2026,3,residential_customers,141,142,169,142,193,190,manual_override,NA
A3326501026225003_residential_customers,A3326501026225003,332650,Angoon,2026-04-01,2026,4,residential_customers,142,141,169,164,192,190,manual_override,NA
A3329000417225003_peak_consumption_kw,A3329000417225003,332900,Yakutat,2016-10-01,2016,10,peak_consumption_kw,2101,1323,1210,1096,1045,NA,raw_value,NA
A3329000526225003_fuel_used_gallons,A3329000526225003,332900,Yakutat,2025-11-01,2025,11,fuel_used_gallons,0,38978,29554,19489,31219,NA,raw_value,NA
A3329000626225003_fuel_used_gallons,A3329000626225003,332900,Yakutat,2025-12-01,2025,12,fuel_used_gallons,0,0,29554,0,32264,NA,raw_value,NA
A3329000726225003_fuel_used_gallons,A3329000726225003,332900,Yakutat,2026-01-01,2026,1,fuel_used_gallons,0,0,0,0,32930,NA,raw_value,NA
A3329000826225003_fuel_used_gallons,A3329000826225003,332900,Yakutat,2026-02-01,2026,2,fuel_used_gallons,0,0,0,0,32358,NA,raw_value,NA
A3329000926225003_fuel_used_gallons,A3329000926225003,332900,Yakutat,2026-03-01,2026,3,fuel_used_gallons,0,0,0,0,34557,NA,raw_value,NA
A3329001026225003_fuel_used_gallons,A3329001026225003,332900,Yakutat,2026-04-01,2026,4,fuel_used_gallons,0,0,0,0,37107,NA,raw_value,NA
